run_id,family,target,paper_section,teff_16,teff_50,teff_84,logg_16,logg_50,logg_84,logL_16,logL_50,logL_84,phi_16,phi_50,phi_84,cold_teff_50,cold_logg_50,cold_logL_50,cold_phi_50
UNCOVER_2c_smc_r300_nomask_ujy_youngal,experiments/host_prior,UNCOVER_2c_smc_r300_nomask_ujy_youngal,Sections 4.3 and 4.4,4097.52,4104.76,4113.59,-3.44522,-3.3267,-3.20259,10.1419,10.1475,10.1553,291.201,387.844,509.296,2003.31,-0.248286,9.06459,0.0184122
WIDE_2c_smc_nomask_ujy_youngal,experiments/host_prior,WIDE_2c_smc_nomask_ujy_youngal,Sections 4.3 and 4.4,4399.41,4471.79,4518.01,-2.82466,-2.6834,-2.51377,9.73015,9.74652,9.75963,86.6631,123.081,164.768,2040.71,-0.112853,9.01113,0.0147409
lrds2_MOCK_R5D_bright_sub,experiments/injection_recovery/desi,MOCK_R5D_bright_sub,Section 4.4,4512.38,4581.97,4685.42,-0.467438,-0.128898,0.0973263,10.1739,10.2229,10.2545,0.2205,0.385225,0.871118,9.02809,7.7311,3.27733,7.38288e-20
lrds2_MOCK_R5D_bright_super,experiments/injection_recovery/desi,MOCK_R5D_bright_super,Section 4.4,4733.93,4775.66,4861.47,-3.41172,-3.22357,-2.89629,10.4278,10.453,10.4791,261.06,559.62,870.47,7.2155,18.9312,3.24459,2.05692e-31
lrds2_MOCK_R5D_faint_sub,experiments/injection_recovery/desi,MOCK_R5D_faint_sub,Section 4.4,4115.75,5245.84,6369.52,-2.09492,-1.26022,-0.2764,5.85487,8.93047,10.1214,0.832025,9.46845,77.0169,6.43537,9.09867,2.59004,7.4223e-22
lrds2_MOCK_R5D_faint_super,experiments/injection_recovery/desi,MOCK_R5D_faint_super,Section 4.4,3979.31,4481.14,5270.93,-2.78064,-1.34188,-0.211142,7.95179,9.88247,10.047,0.361729,5.91556,170.224,6.24717,11.0484,3.08581,6.11291e-24
egg_duste_sfree_zfree_injrec,experiments/injection_recovery/egg,egg_duste_sfree_zfree_injrec,Appendix C,4470.65,4477.92,4484.95,-3.01207,-3.00529,-2.99813,9.88763,9.88992,9.892,258.671,261.729,264.721,,,,
MOCK_R5_bright_sub_m3,experiments/injection_recovery/prism,MOCK_R5_bright_sub,Section 4.4,3688.77,4543.69,5720.65,-2.93025,-1.32688,-0.282385,5.42729,8.10417,9.4678,0.530549,7.25788,201.52,,,,
MOCK_R5_bright_super_m3,experiments/injection_recovery/prism,MOCK_R5_bright_super,Section 4.4,3292.38,5004.68,5686.51,-2.47336,-1.35715,-0.189511,5.93742,8.17872,9.84241,0.592894,5.27577,84.7619,,,,
MOCK_R5_faint_sub_m3,experiments/injection_recovery/prism,MOCK_R5_faint_sub,Section 4.4,2812.52,4773.11,6145.61,-2.73453,-1.46497,-0.237866,6.18255,8.53027,10.302,0.323564,7.35452,158.475,,,,
MOCK_R5_faint_super_m3,experiments/injection_recovery/prism,MOCK_R5_faint_super,Section 4.4,2953.42,4798.44,6120.9,-2.8486,-1.46336,-0.0941621,6.14824,9.1479,10.5925,0.251152,7.62514,203.795,,,,
MOCK_R5_median_sub_m3,experiments/injection_recovery/prism,MOCK_R5_median_sub,Section 4.4,3226.4,4726.63,5580.13,-2.99134,-1.80182,-0.0738177,6.40844,8.08159,9.69993,0.25399,14.1317,304.135,,,,
MOCK_R5_median_super_m3,experiments/injection_recovery/prism,MOCK_R5_median_super,Section 4.4,2837.99,4251.78,6066.7,-2.98898,-1.85664,-0.293986,5.87537,7.71598,9.42753,0.397531,10.2127,220.962,,,,
MOCK_cliff_m3,experiments/injection_recovery/prism,MOCK_cliff,Section 4.4,4574.26,5088.71,5613.37,-2.93541,-2.01482,-0.700915,10.4537,10.5422,10.6509,1.43266,39.8738,511.215,,,,
BMKP_CAPERS_2c_smc_ujy,experiments/photometric_anchoring,BMKP_CAPERS_2c_smc_ujy,Section 2.1,4466.54,4502.1,4546.54,-3.10593,-2.85024,-2.69136,10.0005,10.0336,10.0801,130.846,185.288,337.767,2139.23,-0.0346501,9.20128,0.0148404
BMKP_CAPERS_2c_smc_ujy_photcal,experiments/photometric_anchoring,BMKP_CAPERS_2c_smc_ujy_photcal,Section 2.1,4484.27,4504.31,4530.01,-3.3713,-3.13278,-2.87764,10.0003,10.0466,10.0614,198.475,360.534,624.451,2025.96,-0.269462,8.9973,0.020153
BMKP_CAPERS_2c_smc_ujy_photcal2,experiments/photometric_anchoring,BMKP_CAPERS_2c_smc_ujy_photcal2,Section 2.1,4470.15,4508.97,4544.88,-3.12514,-2.8703,-2.79065,9.98055,10.007,10.0459,164.932,196.619,359.185,2091.76,-0.534396,8.96461,0.0413605
BMKP_CAPERS_2c_smc_ujy_photcal3,experiments/photometric_anchoring,BMKP_CAPERS_2c_smc_ujy_photcal3,Section 2.1,4481.84,4520.21,4567.18,-3.29467,-2.90456,-2.81574,9.97764,10.0068,10.0368,175.856,214.441,528.278,2101.43,-0.292023,8.93631,0.0261434
BMKP_UNCOVER_2c_smc_r300_ujy,experiments/photometric_anchoring,BMKP_UNCOVER_2c_smc_r300_ujy,Section 2.1,4075.98,4082.75,4092.09,-3.42222,-3.31295,-3.20913,10.1412,10.1472,10.1564,290.063,368.47,472.488,2006.29,-0.682285,8.80572,0.0506992
BMKP_UNCOVER_2c_smc_r300_ujy_photcal3,experiments/photometric_anchoring,BMKP_UNCOVER_2c_smc_r300_ujy_photcal3,Section 2.1,3952,3977.7,3996.67,-3.42951,-3.23506,-3.15898,10.2792,10.2968,10.3023,233.735,275.763,425.639,2837.29,0.137697,6.46479,0.0312124
BMKP_UNCOVER_2c_smc_r300_ujy_photcal4,experiments/photometric_anchoring,BMKP_UNCOVER_2c_smc_r300_ujy_photcal4,Section 2.1,3974.93,3994.89,4004.46,-3.42373,-3.31262,-3.19417,10.2427,10.2496,10.2562,254.335,335.302,433.074,2018.98,-0.771853,9.03245,0.0639596
CLIFF_m3_pilot_2c,experiments/two_component_test,CLIFF_m3_pilot,Section 4.4,4534.08,4664.36,4769.43,-3.31821,-2.97147,-2.28485,10.5519,10.5881,10.6397,63.5063,269.57,598.5,2727,-1.67597,7.50429,1.7625
EGS42046_m3_2c,experiments/two_component_test,EGS42046,Section 4.4,4907.36,5041.45,5193.57,-2.78751,-1.7023,-0.721737,10.7564,10.8235,10.8972,2.22789,22.5281,232.7,2596.31,-1.40437,7.42851,0.890159
EGS49140_m3_2c,experiments/two_component_test,EGS49140,Section 4.4,5027.81,5130.9,5220.22,-1.45293,-0.843626,-0.250027,11.0275,11.069,11.1044,0.772787,3.19663,12.945,2717.77,-0.547934,7.33304,0.122217
EGS55604_m3_2c,experiments/two_component_test,EGS55604,Section 4.4,4709.72,4916.23,5047.96,-2.89476,-2.05951,-1.32004,11.0148,11.0689,11.1168,8.02227,45.5956,245.943,2352.26,-1.49145,6.57133,0.566992
GN15498_fr_m3_2c,experiments/two_component_test,GN15498,Section 4.4,4103.61,5298.93,6280.2,-3.03411,-1.93272,-0.512313,5.92929,7.76666,9.45417,1.30721,38.0279,528.936,3404.19,-2.71915,13.833,44.8117
GN38147_dja_m3_2c,experiments/two_component_test,GN38147,Section 4.4,3929.36,4936.11,5542.85,-2.90648,-2.22617,-1.30371,7.61322,8.92845,10.392,7.39713,52.8385,373.582,3337.72,-1.98104,10.5687,7.33366
GN68797_dja_m3_2c,experiments/two_component_test,GN68797,Section 4.4,3824.64,3918.82,3995.79,-0.578324,-0.145657,0.199129,11.433,11.4718,11.5002,0.0946223,0.206864,0.572576,3249.21,-1.25519,6.84341,1.21358
GN9771_fr_m3_2c,experiments/two_component_test,GN9771,Section 4.4,3690.81,3845.79,3954.94,-2.99695,-2.94131,-2.82107,12.5517,12.5787,12.6148,87.952,117.693,143.574,2967.08,-3.49624,13.7534,155.592
GS13971_fr_m3_2c,experiments/two_component_test,GS13971,Section 4.4,4359.53,4506.51,4692.98,-1.95402,-1.20501,-0.687005,10.306,10.395,10.4309,1.16219,4.49741,26.3387,2236.34,-2.90113,8.57247,13.0329
RUBIES_EGS28812_m3_2c,experiments/two_component_test,RUBIES-EGS28812,Section 4.4,4558.98,4766.01,4916,-3.26068,-2.81769,-1.60419,10.0275,10.1186,10.1828,15.1569,209.52,554.982,2452.74,-2.56652,7.80976,9.29964
RUBIES_EGS29489_m3_2c,experiments/two_component_test,RUBIES-EGS29489,Section 4.4,4458.74,4538.63,4623.7,-1.02241,-0.449003,-0.0236058,9.95169,10.0137,10.0353,0.277673,0.791366,2.86502,2781.9,-0.080939,7.71804,0.0442141
RUBIES_EGS37124_m3_2c,experiments/two_component_test,RUBIES-EGS37124,Section 4.4,5143.83,5656.71,6384.89,-3.01035,-1.78286,-0.595793,7.38112,10.4856,10.7271,2.19522,46.2261,679.2,2507.56,-1.53995,7.17238,1.01164
RUBIES_EGS42232_m3_2c,experiments/two_component_test,RUBIES-EGS42232,Section 4.4,4605.89,4769.17,4917.08,-2.91987,-1.63701,-0.107946,10.2882,10.3346,10.373,0.378055,16.2325,259.825,2531.53,-1.8268,7.0398,1.7656
RUBIES_EGS42803_m3_2c,experiments/two_component_test,RUBIES-EGS42803,Section 4.4,4388.96,4672.07,4899.02,-1.64983,-0.636871,0.0806087,10.3373,10.404,10.4683,0.227747,1.28237,14.9699,2818,-0.768253,7.96804,0.233151
RUBIES_EGS53254_m3_2c,experiments/two_component_test,RUBIES-EGS53254,Section 4.4,4079.41,5187.48,6265.33,-2.90271,-1.412,-0.228923,6.16683,8.48702,10.2298,0.713803,11.7212,304.138,2742.54,-1.60585,8.5474,1.50786
RUBIES_EGS61496_m3_2c,experiments/two_component_test,RUBIES-EGS61496,Section 4.4,4524.65,4734.77,4919.21,-2.5412,-1.43147,-0.326711,9.82899,9.90581,9.9754,0.652298,9.00884,109.073,2673.68,-2.05009,7.5295,3.5508
RUBIES_EGS926125_m3_2c,experiments/two_component_test,RUBIES-EGS926125,Section 4.4,3595.01,3819.53,4070.74,-2.2271,-1.75402,-1.3164,10.2442,10.2922,10.3439,2.55677,7.55667,27.2496,2390.64,-1.61086,8.54155,0.77881
RUBIES_EGS927271_m3_2c,experiments/two_component_test,RUBIES-EGS927271,Section 4.4,3734.62,4172.71,4904.1,-2.53821,-1.40229,-0.346306,8.42196,9.9648,10.15,0.408396,5.30365,83.689,2825.24,-1.51668,7.86607,1.39016
RUBIES_EGS948917_m3_2c,experiments/two_component_test,RUBIES-EGS948917,Section 4.4,3734.44,4146.99,4452.94,-2.87841,-0.403924,0.195866,10.474,10.5675,10.6709,0.0923336,0.374291,172.549,2485.89,-1.07144,9.21298,0.306383
RUBIES_EGS952625_m3_2c,experiments/two_component_test,RUBIES-EGS952625,Section 4.4,4027.97,5051.88,6245.23,-2.88918,-1.6299,-0.184376,6.28474,8.78008,10.276,0.666237,17.4311,364.358,2795.09,-1.30557,7.5233,0.76985
RUBIES_EGS966323_m3_2c,experiments/two_component_test,RUBIES-EGS966323,Section 4.4,3707.26,4247.58,5162.82,-2.62808,-1.29779,-0.137626,6.97289,10.1868,10.5977,0.281022,4.01783,124.431,3001.43,-1.89495,10.2924,2.76679
RUBIES_UDS119957_m3_2c,experiments/two_component_test,RUBIES-UDS119957,Section 4.4,4219.41,4383.29,4499.1,-2.6816,-1.83112,-0.817115,9.97811,10.0119,10.0646,1.38116,16.778,119.172,2383.1,-1.56041,7.93055,0.824773
RUBIES_UDS144195_m3_2c,experiments/two_component_test,RUBIES-UDS144195,Section 4.4,4899.37,4978.26,5042.13,-1.69997,-0.908028,-0.344128,10.1857,10.2106,10.2348,0.859384,3.25012,20.5569,2549.97,-0.714953,6.96606,0.150188
RUBIES_UDS149298_m3_2c,experiments/two_component_test,RUBIES-UDS149298,Section 4.4,5259.4,5375.26,5523.33,-3.26082,-2.73237,-1.76599,10.2202,10.2334,10.2532,34.3772,282.169,940.824,2831.31,-1.36629,6.53156,0.933619
RUBIES_UDS167741_m3_2c,experiments/two_component_test,RUBIES-UDS167741,Section 4.4,3632.06,3902.52,5150.95,-3.21387,-2.60917,-1.83143,7.77973,9.94509,10.005,11.266,82.8933,278.617,2985.63,-2.11331,6.5996,6.74737
RUBIES_UDS172350_m3_2c,experiments/two_component_test,RUBIES-UDS172350,Section 4.4,4260.29,4724.14,5033.08,-2.66214,-1.55794,-0.222462,9.16241,10.2324,10.3418,0.488431,11.6128,143.117,2517.55,-2.45045,8.19545,7.17996
RUBIES_UDS23438_m3_2c,experiments/two_component_test,RUBIES-UDS23438,Section 4.4,4177.47,4344.54,4726.35,-2.05019,-1.19979,0.0287151,9.75537,9.90971,10.0183,0.189117,3.29614,35.0164,2934.65,-2.44797,8.39459,14.363
RUBIES_UDS29813_m3_2c,experiments/two_component_test,RUBIES-UDS29813,Section 4.4,3954.45,4466.2,4956.26,-2.8236,-1.31681,0.00684408,9.19242,9.64785,9.77198,0.228255,5.50418,182.845,2819.01,-1.2784,7.95021,0.758252
RUBIES_UDS31747_m3_2c,experiments/two_component_test,RUBIES-UDS31747,Section 4.4,4765.46,4856.49,4974.46,-3.21135,-2.70724,-0.702287,10.2108,10.2632,10.3311,1.89644,180.591,584.079,2746.73,-1.56226,6.85818,1.33841
RUBIES_UDS33938_m3_2c,experiments/two_component_test,RUBIES-UDS33938,Section 4.4,3691.74,4156.76,4975.56,-3.09778,-2.28995,-0.744066,6.0658,9.67938,10.3395,1.24189,38.1941,238.292,3090.79,-2.06037,9.58986,4.72267
RUBIES_UDS36171_m3_2c,experiments/two_component_test,RUBIES-UDS36171,Section 4.4,4731.29,5815.37,6456.94,-2.90298,-1.77647,-0.318792,7.60244,10.2048,10.4488,1.50188,33.3658,512.012,2798.07,-1.60015,7.90958,1.37462
RUBIES_UDS40579_m3_2c,experiments/two_component_test,RUBIES-UDS40579,Section 4.4,4409.3,4560.31,4669.99,-3.37157,-3.07734,-2.4636,11.1906,11.2267,11.2596,89.4435,309.881,609.721,2392.99,-1.74988,7.78382,1.16306
RUBIES_UDS50716_m3_2c,experiments/two_component_test,RUBIES-UDS50716,Section 4.4,3943.09,4838.96,6069.99,-3.0685,-2.0126,-0.328552,6.1793,8.18894,10.3073,0.830405,34.6777,417.418,3136.28,-1.25393,10.343,0.856392
RUBIES_UDS53692_m3_2c,experiments/two_component_test,RUBIES-UDS53692,Section 4.4,4276.24,5021.07,6083.56,-2.8323,-1.35856,-0.103885,6.48394,9.89266,10.2946,0.551859,8.88811,279.806,2756.99,-1.24212,7.55308,0.55912
RUBIES_UDS807469_m3_2c,experiments/two_component_test,RUBIES-UDS807469,Section 4.4,4766.59,5680.38,6407.87,-2.93694,-1.4883,-0.166061,10.9644,11.4053,11.6652,0.831036,19.519,512.056,2762.9,-1.51831,7.77327,1.23231
RUBIES_UDS830237_m3_2c,experiments/two_component_test,RUBIES-UDS830237,Section 4.4,4126.39,5036,6208.9,-2.72778,-1.40248,-0.13043,6.058,8.92227,9.87877,0.494418,10.5,261.995,2775.09,-1.4061,7.5391,0.811459
RUBIES_UDS848745_m3_2c,experiments/two_component_test,RUBIES-UDS848745,Section 4.4,3809.17,4321.67,5216.39,-2.1665,-1.14766,-0.204048,7.1686,10.1469,10.5528,0.335053,2.91349,50.9466,3181.67,-1.67104,10.6525,2.59722
RUBIES_UDS967770_m3_2c,experiments/two_component_test,RUBIES-UDS967770,Section 4.4,4462.77,5505.26,6354.02,-2.88485,-1.54106,-0.243969,6.74663,9.52747,10.1451,0.918304,18.645,401.939,2713.19,-1.50013,8.08463,1.01492
RUBIES_UDS970351_m3_2c,experiments/two_component_test,RUBIES-UDS970351,Section 4.4,4670.71,4825.8,4969.85,-2.82607,-1.71586,-0.308424,9.97932,10.0294,10.0904,0.691447,19.1372,208.484,2644.71,-0.369359,7.74724,0.0677438
SOK_1180_13329_m3_2c,experiments/two_component_test,Sok-1180_13329,Section 4.4,4126.13,4272.02,4423.74,-2.65724,-1.73098,-0.790271,9.89591,9.93697,10.0033,1.17011,11.8046,111.256,2703.08,-0.641071,7.58294,0.152693
SOK_1181_53501_m3_2c,experiments/two_component_test,Sok-1181_53501,Section 4.4,4373.13,4493.26,4589.65,-2.71276,-1.41831,-0.471603,9.92445,9.98986,10.0526,0.719945,7.0485,138.906,2667.59,-1.39944,6.28752,0.943051
SOK_1181_73488_m3_2c,experiments/two_component_test,Sok-1181_73488,Section 4.4,4223.8,4312.46,4419.05,-1.92073,-1.48968,-1.12161,10.0997,10.1233,10.1454,3.02535,6.84212,19.1346,3316.94,-2.79859,8.85888,49.0738
SOK_1286_159717_m3_2c,experiments/two_component_test,Sok-1286_159717,Section 4.4,3598.16,3816.23,3992.15,-2.55467,-0.707928,0.217396,8.14792,9.82609,10.6461,0.0881805,0.660634,39.6124,3387.07,-2.37775,10.6911,21.5603
SOK_1286_38562_m3_2c,experiments/two_component_test,Sok-1286_38562,Section 4.4,3589.41,3721.27,3902.48,-2.26192,-1.98128,-1.74058,10.0642,10.098,10.1275,6.3478,11.8032,25.4139,2765.03,-0.83371,7.38304,0.246965
SOK_4106_83161_m3_2c,experiments/two_component_test,Sok-4106_83161,Section 4.4,4013.03,4857.87,6198.22,-2.94228,-1.50584,-0.219325,6.13424,8.47216,10.36,0.596531,11.8079,354.397,2881.2,-1.67738,8.10577,2.09258
SOK_4106_85168_m3_2c,experiments/two_component_test,Sok-4106_85168,Section 4.4,3804.32,4592.96,5938.17,-2.85724,-1.5677,-0.252545,6.23272,8.81003,10.3808,0.54115,11.3124,229.227,2790.97,-1.72957,9.17882,1.73128
SOK_5224_920396_m3_2c,experiments/two_component_test,Sok-5224_920396,Section 4.4,4261.49,4469.73,4661.61,-1.70326,-0.899469,0.204037,10.3223,10.374,10.4336,0.142835,2.18779,13.1218,2841.51,-2.1675,8.4165,6.45114
UDS182791_m3_2c,experiments/two_component_test,UDS182791,Section 4.4,4177.49,4517.83,4618.64,-2.52864,-2.06719,-1.40849,10.1803,10.2378,10.2636,5.48934,33.4555,91.4409,3252.31,-1.37259,8.37517,1.60394
UNCOVER45924_dja_m3_2c,experiments/two_component_test,UNCOVER45924,Section 4.4,4969.29,5061.7,5169.93,-3.1369,-2.44168,-2.33387,11.3979,11.4203,11.4348,96.5867,117.809,543.865,2982.13,-2.24276,6.59774,8.41355
BMKP_CAPERS_2c_smc_ujy_photcal4,primary,CAPERS-UDS-23216,"Section 4.1, Table 1",4473.3,4512.48,4557.01,-3.10492,-2.84634,-2.70665,9.96669,9.98898,10.0218,137.63,185.628,337.869,2165.94,-0.287672,8.9473,0.0285841
BMKP_RS_m3c_smc,primary,GN-28074,"Section 4.1, Table 1",4102.6,4110.04,4116.97,-2.98054,-2.90802,-2.8585,10.9195,10.9264,10.9325,132.834,148.485,174.714,,,,
BMKP_egg_duste_sfree_zfree_nmask,primary,J1025+1402,"Section 4.1, Table 1",4500.3,4502.44,4504.98,-3.10846,-3.05361,-3.01412,9.89146,9.89228,9.89307,273.229,299.205,338.934,,,,
BMKP_UNCOVER_2c_smc_r300_ujy_photcal,primary,UNCOVER-A2744-20698,"Section 4.1, Table 1",3979,3993.93,4002.42,-3.29546,-3.22456,-3.16791,10.2187,10.2237,10.2287,239.725,273.297,322.512,2015.35,-1.06843,8.87224,0.124859
BMKP_WIDE_2c_smc_ujy,primary,WIDE-EGS-2974,"Section 4.1, Table 1",4303.88,4379.33,4449.78,-2.75165,-2.56769,-2.36173,9.66698,9.68877,9.70904,56.302,87.3898,128.617,2110.15,-0.233024,8.96883,0.0221025
lrds2_J000927,supplementary/desi,J000927,"Sections 2.3 and 4.4, Figure 8",3672.21,3821.88,3941.42,-1.76024,-1.50078,-1.22311,9.70024,9.71974,9.74101,2.11827,4.26422,8.1726,3.72373,14.886,1.25582,1.52645e-28
lrds2_J012930,supplementary/desi,J012930,"Sections 2.3 and 4.4, Figure 8",3817.2,3906.8,3968.92,-3.31221,-3.13473,-2.93611,9.48692,9.5049,9.52495,124.093,203.197,307.619,2.6866,19.549,4.37072,9.26936e-34
lrds2_J024337,supplementary/desi,J024337,"Sections 2.3 and 4.4, Figure 8",3777.26,3874.73,3945.76,-1.9215,-1.60089,-1.31568,9.8271,9.91678,9.9558,2.97675,5.75423,11.9463,5.57867,12.8734,1.26258,8.67491e-26
lrds2_J071635,supplementary/desi,J071635,"Sections 2.3 and 4.4, Figure 8",3580.41,3674.78,3808.08,-2.87714,-2.61773,-2.40025,9.57016,9.5879,9.60607,30.0122,48.7452,90.2563,4.67701,8.95298,2.80324,2.56033e-22
lrds2_J082606,supplementary/desi,J082606,"Sections 2.3 and 4.4, Figure 8",4650.07,4710.08,4779.95,-3.28661,-2.88859,-1.9718,10.3231,10.3649,10.4133,31.2334,241.743,602.695,4.67211,9.86695,2.88211,2.25831e-23
lrds2_J082921,supplementary/desi,J082921,"Sections 2.3 and 4.4, Figure 8",3558.66,3664,3789.69,-2.56076,-2.4924,-2.40606,10.2075,10.2219,10.2362,28.9605,35.874,43.6037,2.86734,22.4429,1.12472,1.6821e-36
lrds2_J094411,supplementary/desi,J094411,"Sections 2.3 and 4.4, Figure 8",4976.76,4993.16,4998.31,-2.58883,-2.44463,-2.42319,10.5977,10.6056,10.6132,106.01,111.321,152.613,6.25373,8.35031,0.269578,4.11019e-21
lrds2_J101742,supplementary/desi,J101742,"Sections 2.3 and 4.4, Figure 8",4575.6,4747.87,4829.63,-3.01756,-1.51516,-1.06591,10.3477,10.3769,10.4035,3.86167,11.1097,285.178,5.89411,18.8539,0.7834,1.11708e-31
lrds2_J102553,supplementary/desi,J102553,"Sections 2.3 and 4.4, Figure 8",4947.86,4977.94,4993.83,-0.892853,-0.743927,-0.622281,10.8913,10.9082,10.9295,1.64889,2.17938,3.06506,8.16292,20.987,5.32678,2.9015e-33
lrds2_J104242,supplementary/desi,J104242,"Sections 2.3 and 4.4, Figure 8",4508.8,4644.36,4759.52,-0.596427,-0.45279,-0.276064,10.6616,10.6888,10.7118,0.549832,0.846132,1.16658,6.54257,12.7783,2.0372,1.88275e-25
lrds2_J105620,supplementary/desi,J105620,"Sections 2.3 and 4.4, Figure 8",3891.52,3989.46,4038.79,-3.37578,-3.27318,-3.18651,9.73432,9.76005,9.80331,252.017,299.884,391.42,8.1063,13.4415,5.69771,9.72531e-26
lrds2_J105900,supplementary/desi,J105900,"Sections 2.3 and 4.4, Figure 8",3783.18,4399.03,5016.77,-2.5826,-0.566454,0.265834,7.06071,10.2225,10.3459,0.18214,1.17874,58.3966,7.16915,12.6326,1.86449,7.90694e-25
lrds2_J111943,supplementary/desi,J111943,"Sections 2.3 and 4.4, Figure 8",3591.13,3762.93,3928.2,-3.17439,-2.7338,-2.28589,9.5158,9.56302,9.60411,24.7084,70.0748,193.405,5.49332,12.349,2.04357,2.38923e-25
lrds2_J113734,supplementary/desi,J113734,"Sections 2.3 and 4.4, Figure 8",4053.68,5209.27,5471.26,-3.21548,-1.2178,-0.826675,7.86404,8.26429,9.45063,3.90713,9.0266,294.419,5.00224,21.643,4.62735,7.32851e-35
lrds2_J132137,supplementary/desi,J132137,"Sections 2.3 and 4.4, Figure 8",3683.59,3853.11,3942.52,-2.63309,-1.85746,-1.62318,9.44013,9.4722,9.4948,5.4892,9.50112,65.7932,2.97812,18.0407,3.92614,4.05287e-32
lrds2_J134317,supplementary/desi,J134317,"Sections 2.3 and 4.4, Figure 8",4858.75,4917.84,4960.32,-2.54321,-2.45142,-2.32545,6.73355,6.79494,6.87888,81.0691,106.858,131.664,5.67607,16.7902,0.803724,1.09303e-29
lrds2_J142337,supplementary/desi,J142337,"Sections 2.3 and 4.4, Figure 8",4656.35,4796.59,4929.52,-1.72707,-1.33723,-0.969696,10.4733,10.5062,10.543,3.06431,7.36403,18.6381,3.92002,9.9275,2.34437,1.48706e-23
lrds2_J150252,supplementary/desi,J150252,"Sections 2.3 and 4.4, Figure 8",3624.23,3806.59,3943.2,-0.871533,-0.733955,-0.567921,9.89405,9.91314,9.94213,0.479897,0.712935,1.02245,5.85927,15.0209,0.927305,5.75995e-28
lrds2_J161102,supplementary/desi,J161102,"Sections 2.3 and 4.4, Figure 8",4954.15,5000.28,5042.84,-0.91956,-0.441366,0.154935,10.4059,10.4174,10.4285,0.273203,1.10934,3.45465,8.62613,18.0307,2.40571,2.98733e-30
lrds2_J162032,supplementary/desi,J162032,"Sections 2.3 and 4.4, Figure 8",3599.08,3803.36,4016.65,-2.87203,-1.99245,-1.12134,9.50878,9.62057,9.70293,2.09203,13.7522,113.48,7.33725,8.62642,1.35585,2.395e-21
lrds2_J164102,supplementary/desi,J164102,"Sections 2.3 and 4.4, Figure 8",3738.15,4005.45,4895.13,-2.02997,-0.944847,-0.236044,10.0179,10.1386,10.3515,0.23226,1.23802,38.6016,5.45641,9.84263,3.73764,1.12195e-22
lrds2_J164226,supplementary/desi,J164226,"Sections 2.3 and 4.4, Figure 8",4968.03,4986.08,4996.26,-2.40449,-2.37621,-2.3486,10.61,10.6193,10.627,88.8073,94.3304,100.196,6.60755,14.1911,1.46662,9.35588e-27
lrds2_J164637,supplementary/desi,J164637,"Sections 2.3 and 4.4, Figure 8",4916.72,4960.25,4988.41,-1.84694,-1.57136,-0.917112,10.8064,10.842,10.884,3.14317,14.4203,27.4834,8.50729,5.94189,0.786084,3.76611e-18
lrds2_J165450,supplementary/desi,J165450,"Sections 2.3 and 4.4, Figure 8",4968.17,4983.93,4994.58,-2.09644,-1.91921,-1.28387,10.5756,10.5901,10.6092,7.60517,32.8762,49.2353,8.16173,17.8024,1.77103,4.34201e-30
lrds2_J171741,supplementary/desi,J171741,"Sections 2.3 and 4.4, Figure 8",3802.79,3875.56,3939.98,-2.00794,-1.99519,-1.97732,10.2463,10.2506,10.2554,12.9949,14.3343,15.4664,5.18816,22.1929,0.408079,2.77438e-35
lrds2_J190954,supplementary/desi,J190954,"Sections 2.3 and 4.4, Figure 8",4063.79,4099.84,4146.15,-3.28438,-2.92041,-2.50698,9.75506,9.79028,9.82893,59.5372,151.05,346.328,6.334,18.0253,0.81939,9.41619e-31
lrds2_J212725,supplementary/desi,J212725,"Sections 2.3 and 4.4, Figure 8",4532.89,4680.32,4786.44,-3.35203,-3.07352,-2.721,10.2946,10.3477,10.405,162.033,353.23,680.082,5.16494,16.2968,1.08731,2.0869e-29
lrds2_J225535,supplementary/desi,J225535,"Sections 2.3 and 4.4, Figure 8",4112.78,4200.66,4342.23,-3.46861,-3.31485,-1.95872,7.91238,9.64712,9.90439,21.1364,377.416,581.714,9.32122,7.99004,1.08494,4.84512e-20
glimpse17775_m3,supplementary/grating,GLIMPSE-17775,"Sections 2.3 and 4.4, Figure 8",6260.16,6468.47,6514.8,-3.00843,-2.07286,-1.23814,10.7331,10.7366,10.7406,18.2839,130.873,1110.67,5.33195,13.9553,5.29574,4.22137e-27
A2744QSO1_m3,supplementary/prism,A2744QSO1,"Sections 2.3 and 4.4, Figure 8",4711.7,4766.41,4916.26,-3.10607,-2.72677,-2.08446,10.6206,10.6444,10.6661,45.8988,172.8,411.581,,,,
CEERS6126_m3,supplementary/prism,CEERS6126,"Sections 2.3 and 4.4, Figure 8",5011.52,5267.39,5785.24,-2.95384,-1.50933,-0.275687,10.1335,10.2322,10.3963,0.937949,16.5919,458.034,,,,
CLIFF_m3_pilot,supplementary/prism,CLIFF_m3_pilot,"Sections 2.3 and 4.4, Figure 8",4508.76,4674.71,4769.65,-3.32945,-2.96249,-2.37968,10.5577,10.5987,10.653,78.2345,264.79,612.24,,,,
EGS42046_m3,supplementary/prism,EGS42046,"Sections 2.3 and 4.4, Figure 8",4918.01,5034.74,5129.31,-2.00312,-1.33367,-0.427803,10.7204,10.7719,10.8215,1.1244,9.06152,40.3286,,,,
