run_id,family,target,paper_section,teff_16,teff_50,teff_84,logg_16,logg_50,logg_84,logL_16,logL_50,logL_84,phi_16,phi_50,phi_84,cold_teff_50,cold_logg_50,cold_logL_50,cold_phi_50
WIDE_1c_cool2600_smc_av3_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool2600_smc_av3_ujy,Section 2.3,2004.89,2014.69,2037.47,-1.50915,-0.686468,-0.35171,9.02921,9.09636,9.14181,0.0240664,0.0514988,0.344787,,,,
WIDE_1c_cool2600_smc_neb_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool2600_smc_neb_ujy,Section 2.3,2003.61,2011,2022.36,-0.107253,0.116966,0.328949,8.94939,8.98817,9.02445,0.00495385,0.00805432,0.0135167,,,,
WIDE_1c_cool2600_smc_r300_av3_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool2600_smc_r300_av3_ujy,Section 2.3,2117.52,2147.11,2179.42,-0.934803,-0.320376,0.261351,9.33682,9.38064,9.41767,0.00761939,0.0289639,0.115631,,,,
WIDE_1c_cool2600_smc_r300_neb_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool2600_smc_r300_neb_ujy,Section 2.3,2006.51,2013.7,2024.77,-0.205046,0.020626,0.175883,8.85902,8.88664,8.95102,0.00709679,0.0100712,0.0170436,,,,
WIDE_1c_cool2600_smc_r300_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool2600_smc_r300_ujy,Section 2.3,2003.53,2012.01,2028.56,-0.557256,-0.326254,-0.0382,8.90572,8.96048,9.01442,0.0115906,0.0223972,0.0383873,,,,
WIDE_1c_cool2600_smc_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool2600_smc_ujy,Section 2.3,2024.21,2083.82,2119.06,-1.33604,-0.794535,-0.576484,9.07139,9.21084,9.24952,0.0475499,0.0783033,0.235748,,,,
WIDE_1c_cool2800_cz_r300_av3_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool2800_cz_r300_av3_ujy,Section 2.3,2010.16,2034.29,2062.58,-0.331233,0.000847569,0.279236,8.8205,8.87873,8.93414,0.00593839,0.011025,0.0233554,,,,
WIDE_1c_cool2800_cz_r300_neb_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool2800_cz_r300_neb_ujy,Section 2.3,2002.8,2009.76,2042.71,-0.423732,-0.291833,0.0496526,8.91233,8.93,8.99442,0.0102124,0.020545,0.0278917,,,,
WIDE_1c_cool2800_cz_r300_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool2800_cz_r300_ujy,Section 2.3,2006.63,2025.68,2069.24,-0.644844,-0.336501,0.00421053,8.91691,8.96043,9.02792,0.0113109,0.0238908,0.0473109,,,,
WIDE_1c_cool2800_smc_r300_av3_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool2800_smc_r300_av3_ujy,Section 2.3,2002.26,2006.84,2014,-1.7348,-1.58481,-1.35108,8.94839,8.97592,9.01282,0.233923,0.40108,0.567827,,,,
WIDE_1c_cool2800_smc_r300_neb_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool2800_smc_r300_neb_ujy,Section 2.3,2002.96,2011.12,2027.15,-0.645273,-0.363334,-0.0376066,8.90047,8.94564,8.97515,0.0115914,0.0244364,0.0466757,,,,
WIDE_1c_cool2800_smc_r300_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool2800_smc_r300_ujy,Section 2.3,2005.44,2017.39,2036.39,-2.40323,-2.08802,-1.74609,9.11798,9.15812,9.20354,0.601441,1.30827,2.70046,,,,
WIDE_1c_cool3000_cz_av3_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool3000_cz_av3_ujy,Section 2.3,2179.15,2227.72,2285.65,0.31741,0.407929,0.473169,9.10857,9.14494,9.17823,0.00530433,0.00635274,0.00770468,,,,
WIDE_1c_cool3000_cz_neb_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool3000_cz_neb_ujy,Section 2.3,2004.94,2019.24,2042.61,-0.504968,-0.265792,-0.0146386,8.77965,8.83052,8.88573,0.011288,0.0198895,0.0339519,,,,
WIDE_1c_cool3000_cz_r300_av3_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool3000_cz_r300_av3_ujy,Section 2.3,2024.22,2049.25,2073.97,-0.304351,-0.00346492,0.231109,9.00216,9.04594,9.09027,0.00691605,0.0114796,0.0223158,,,,
WIDE_1c_cool3000_cz_r300_neb_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool3000_cz_r300_neb_ujy,Section 2.3,2011.21,2062.84,2107.69,-0.818208,-0.128874,0.227086,8.90776,8.98042,9.09146,0.00751659,0.0158621,0.0715581,,,,
WIDE_1c_cool3000_cz_r300_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool3000_cz_r300_ujy,Section 2.3,2007.48,2030.71,2069.03,-0.849805,-0.470032,-0.0860813,9.00714,9.05221,9.10501,0.0137783,0.0328622,0.0762782,,,,
WIDE_1c_cool3000_cz_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool3000_cz_ujy,Section 2.3,2015.95,2057.88,2105.56,-0.0136841,0.218034,0.384514,8.94851,9.01228,9.07674,0.00502145,0.00689706,0.0118343,,,,
WIDE_1c_cool3000_smc_av3_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool3000_smc_av3_ujy,Section 2.3,2005.7,2019.03,2047.7,-1.75733,-1.51202,-1.17042,8.91147,8.98245,9.06957,0.161622,0.35066,0.61802,,,,
WIDE_1c_cool3000_smc_neb_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool3000_smc_neb_ujy,Section 2.3,2006.24,2020.06,2038.49,-0.582974,-0.0694219,0.166264,8.91371,8.95051,9.00221,0.00740072,0.012808,0.0403235,,,,
WIDE_1c_cool3000_smc_r300_av3_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool3000_smc_r300_av3_ujy,Section 2.3,2009.82,2032.79,2069.43,-0.818627,-0.387533,0.0382744,9.06949,9.13062,9.1933,0.0102279,0.0272932,0.0727717,,,,
WIDE_1c_cool3000_smc_r300_neb_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool3000_smc_r300_neb_ujy,Section 2.3,2001.21,2005,2019.21,-1.05998,-0.957741,-0.672142,8.83498,8.8523,8.88719,0.0503412,0.0946095,0.118794,,,,
WIDE_1c_cool3000_smc_r300_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool3000_smc_r300_ujy,Section 2.3,2027.75,2076.61,2126.02,-1.903,-1.18997,-0.564845,9.1653,9.24162,9.30431,0.0464617,0.184764,0.906115,,,,
WIDE_1c_cool3000_smc_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool3000_smc_ujy,Section 2.3,2004.14,2015.32,2035.39,-0.736537,-0.368441,0.0020225,9.03817,9.08173,9.11993,0.0107388,0.0250183,0.0580584,,,,
WIDE_1c_cool_cz_av3_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool_cz_av3_ujy,Section 2.3,2009.37,2042.33,2130.32,-1.38823,-0.791628,-0.0174387,8.89637,8.95332,9.03097,0.0120756,0.0798556,0.266612,,,,
WIDE_1c_cool_cz_neb_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool_cz_neb_ujy,Section 2.3,2008.76,2023.2,2041.88,0.133477,0.299651,0.433441,8.94844,8.9791,9.00488,0.00400684,0.00541588,0.00790615,,,,
WIDE_1c_cool_cz_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool_cz_ujy,Section 2.3,2009.12,2032.87,2072.88,-0.408648,-0.0861932,0.193018,8.78116,8.84489,8.91274,0.00736364,0.013501,0.0277865,,,,
WIDE_1c_cool_smc_av3_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool_smc_av3_ujy,Section 2.3,2006.23,2020.82,2044.4,-2.33404,-1.61843,-0.905428,9.07317,9.13097,9.18879,0.0888505,0.451509,2.29911,,,,
WIDE_1c_cool_smc_neb_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool_smc_neb_ujy,Section 2.3,2033.73,2047.87,2055.51,-0.296064,-0.108008,0.0430999,8.86904,8.88681,8.91549,0.0101882,0.0145388,0.0220952,,,,
WIDE_1c_cool_smc_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cool_smc_ujy,Section 2.3,2008.62,2026.34,2050.61,-1.0804,-0.675191,-0.340602,9.03546,9.08861,9.15209,0.0245184,0.0515815,0.130001,,,,
WIDE_1c_cz_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_cz_ujy,Section 2.3,4101.19,4115.07,4128.64,-3.44392,-3.30153,-3.161,9.73335,9.74491,9.75499,266.047,368.935,513.05,,,,
WIDE_1c_smc_mhfree_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_smc_mhfree_ujy,Section 2.3,2002.82,2010.34,2028.73,-3.25441,-3.09218,-3.00551,9.68968,9.69891,9.70876,10.7791,13.1329,18.9634,,,,
WIDE_1c_smc_ujy,experiments/dust_law_and_configuration_sweep,WIDE_1c_smc_ujy,Section 2.3,4134.94,4155.47,4177.29,-3.39658,-3.27306,-3.15971,9.75939,9.77382,9.78802,277.837,359.133,475.974,,,,
WIDE_2c_floor2k_ujy,experiments/dust_law_and_configuration_sweep,WIDE_2c_floor2k_ujy,Section 2.3,4136.1,4152.1,4167,-3.44552,-3.3258,-3.18108,9.7109,9.72058,9.72997,289.246,404.073,532.546,2023.23,-0.703411,8.6938,0.0553734
WIDE_2c_freeav_n2k_ujy,experiments/dust_law_and_configuration_sweep,WIDE_2c_freeav_n2k_ujy,Section 2.3,4247.25,4306.77,4389.73,-2.77984,-2.63679,-2.47736,9.66516,9.6849,9.69814,70.2366,96.9533,127.734,2058.47,-0.81389,8.90526,0.0760422
WIDE_2c_freeav_ujy,experiments/dust_law_and_configuration_sweep,WIDE_2c_freeav_ujy,Section 2.3,4112.76,4124.18,4257.75,-3.26043,-3.21854,-2.74723,9.5784,9.58192,9.60266,117.643,306.955,336.527,2049.46,-1.35277,8.71588,0.254902
WIDE_2c_h2omask_ujy,experiments/dust_law_and_configuration_sweep,WIDE_2c_h2omask_ujy,Section 2.3,4062.07,4096.65,4132.35,-2.96404,-2.72408,-2.47014,9.72299,9.74764,9.7654,54.5129,96.3941,162.793,2624.3,-1.70743,7.4591,1.40984
WIDE_2c_hotfloor_ujy,experiments/dust_law_and_configuration_sweep,WIDE_2c_hotfloor_ujy,Section 2.3,4217.71,4268.48,4321.28,-2.77528,-2.59831,-2.3602,9.66007,9.67631,9.69189,50.5555,84.3976,122.88,2041.1,-0.346188,8.85531,0.0251865
WIDE_2c_neb_ujy,experiments/dust_law_and_configuration_sweep,WIDE_2c_neb_ujy,Section 2.3,4261.45,4327.44,4401.52,-2.72545,-2.5384,-2.34891,9.65031,9.67059,9.6851,52.4894,78.6306,115.816,2072.96,-0.342413,8.9373,0.0269938
WIDE_2c_neb_ujy_long,experiments/dust_law_and_configuration_sweep,WIDE_2c_neb_ujy_long,Section 2.3,4246.18,4306.23,4374.56,-2.78594,-2.62448,-2.44109,9.63863,9.66386,9.67887,63.4295,93.6216,131.606,2089.8,-0.348316,8.95359,0.0279401
WIDE_2c_noupw_ujy,experiments/dust_law_and_configuration_sweep,WIDE_2c_noupw_ujy,Section 2.3,4095.1,4140.52,4186.62,-3.12621,-2.82372,-2.60513,9.7403,9.75149,9.76099,79.1189,126.207,241.783,2819.74,-0.922786,5.94566,0.321614
WIDE_2c_now_ujy,experiments/dust_law_and_configuration_sweep,WIDE_2c_now_ujy,Section 2.3,4069.14,4081.85,4098.14,-3.34853,-3.20764,-3.09128,9.7279,9.73735,9.74503,221.826,287.572,396.801,2261.98,-2.02832,6.02715,1.73843
WIDE_2c_prismR_ujy_long,experiments/dust_law_and_configuration_sweep,WIDE_2c_prismR_ujy_long,Section 2.3,4255.31,4326.56,4400.18,-2.77662,-2.55617,-2.33629,9.67628,9.6906,9.70636,51.1281,82.369,128.54,2056.35,0.118923,8.89647,0.0089692
WIDE_2c_r300_ujy,experiments/dust_law_and_configuration_sweep,WIDE_2c_r300_ujy,Section 2.3,4266.8,4354.38,4403.98,-2.72119,-2.48341,-2.19825,9.64965,9.66355,9.68006,37.3637,71.404,113.609,2045.3,-0.914536,8.93189,0.0927699
WIDE_2c_smc_mhfree_ujy,experiments/dust_law_and_configuration_sweep,WIDE_2c_smc_mhfree_ujy,Section 2.3,4319.7,4393.07,4464.08,-2.81385,-2.67328,-2.49414,9.71079,9.7318,9.75072,77.6735,112.664,149.536,2073.74,-0.338489,8.93274,0.0267047
WIDE_2c_smc_neb_ujy,experiments/dust_law_and_configuration_sweep,WIDE_2c_smc_neb_ujy,Section 2.3,4250.52,4312.11,4357.79,-2.83498,-2.71582,-2.54221,9.67292,9.68611,9.70539,79.9774,114.957,146.637,2064.63,-1.00098,8.91229,0.118353
WIDE_2c_smc_nomask_ujy,experiments/dust_law_and_configuration_sweep,WIDE_2c_smc_nomask_ujy,Section 2.3,4394.33,4431.37,4487.51,-2.67375,-2.57945,-2.46892,9.67086,9.68562,9.69853,75.5025,94.1204,114.753,2061.82,-0.277935,9.04895,0.0222673
WIDE_2c_smc_ujy,experiments/dust_law_and_configuration_sweep,WIDE_2c_smc_ujy,Section 2.3,4262.65,4340.8,4417.46,-2.83296,-2.65375,-2.45306,9.69064,9.70923,9.72944,68.4717,103.149,147.655,2054.89,-0.494502,8.90768,0.036796
WIDE_2c_smc_warm_ujy,experiments/dust_law_and_configuration_sweep,WIDE_2c_smc_warm_ujy,Section 2.3,4077.55,4101.18,4142.76,-3.3357,-3.11882,-2.84008,9.72875,9.74489,9.76052,131.035,237.494,389.427,2452.78,-1.88114,6.10384,1.75924
WIDE_m3b_r300_ujy,experiments/dust_law_and_configuration_sweep,WIDE_m3b_r300_ujy,Section 2.3,4079.57,4093.06,4106.83,-3.28169,-3.18904,-3.1258,9.7109,9.72355,9.73744,242.359,279.2,342.556,,,,
WIDE_m3b_ujy,experiments/dust_law_and_configuration_sweep,WIDE_m3b_ujy,Section 2.3,4091.45,4108.45,4123.51,-3.45639,-3.36588,-3.21026,9.72343,9.73222,9.74394,295.743,427.063,522.818,,,,
egg_base_s123_zfix,experiments/egg_model_finalization,egg_base_s123_zfix,Appendix C,4498.54,4499.47,4499.9,-2.6607,-2.652,-2.64362,9.79786,9.7994,9.80099,115.997,118.256,120.645,,,,
egg_base_sfree_zfix,experiments/egg_model_finalization,egg_base_sfree_zfix,Appendix C,4498.19,4499.33,4499.86,-2.60871,-2.59814,-2.58772,9.78143,9.78322,9.78504,101.965,104.453,107.033,,,,
egg_duste_s123_zfix,experiments/egg_model_finalization,egg_duste_s123_zfix,Appendix C,4437.89,4440.45,4443.71,-2.92214,-2.91767,-2.91306,9.83101,9.83344,9.83558,204.522,206.986,209.222,,,,
egg_duste_s123_zfix_globalfloor,experiments/egg_model_finalization,egg_duste_s123_zfix_globalfloor,Appendix C,4337.59,4345.68,4354.49,-2.63732,-2.6276,-2.61608,9.70525,9.70701,9.70958,95.365,97.2606,99.3652,,,,
egg_duste_s123_zfree,experiments/egg_model_finalization,egg_duste_s123_zfree,Appendix C,4499.68,4499.94,4500.1,-3.0187,-3.01372,-3.00863,9.87498,9.87705,9.8791,268.961,272.136,275.28,,,,
egg_duste_s123_zfree_nocat,experiments/egg_model_finalization,egg_duste_s123_zfree_nocat,Appendix C,4475.28,4478.37,4482.28,-2.33066,-2.32,-2.30745,9.72893,9.73026,9.7311,52.6409,54.032,55.3072,,,,
egg_duste_sfree_zfix,experiments/egg_model_finalization,egg_duste_sfree_zfix,Appendix C,4486.16,4492.97,4497.51,-2.84552,-2.84058,-2.83582,9.79181,9.7932,9.79458,178.927,181.463,183.931,,,,
egg_duste_sfree_zfree,experiments/egg_model_finalization,egg_duste_sfree_zfree,Appendix C,4467.53,4472.42,4477.18,-3.03145,-3.0264,-3.02143,9.88741,9.88988,9.89255,270.716,273.41,276.193,,,,
egg_duste_sfree_zfree_globalfloor,experiments/egg_model_finalization,egg_duste_sfree_zfree_globalfloor,Appendix C,4560.91,4569.46,4577.13,-2.25183,-2.24183,-2.23213,9.76676,9.771,9.77492,47.8376,48.923,50.0537,,,,
egg_duste_sfree_zfree_jitter_floor,experiments/egg_model_finalization,egg_duste_sfree_zfree_jitter_floor,Appendix C,4497.58,4499.05,4499.94,-3.25417,-3.23976,-3.22885,9.89085,9.89608,9.89912,446.122,457.506,473.043,,,,
egg_duste_sfree_zfree_jitter_floor_dustsep,experiments/egg_model_finalization,egg_duste_sfree_zfree_jitter_floor_dustsep,Appendix C,4510.28,4519.72,4526.68,-3.41567,-3.39538,-3.37294,9.93446,9.93965,9.94571,628.292,667.219,702.878,,,,
egg_duste_sfree_zfree_jitter_floor_speccal1,experiments/egg_model_finalization,egg_duste_sfree_zfree_jitter_floor_speccal1,Appendix C,4998.51,4999.4,4999.83,-2.28631,-2.27777,-2.26613,8.89235,9.07833,9.2673,74.1282,76.1468,77.6565,,,,
egg_duste_sfree_zfree_jitter_floor_speccal1_oldextrap,experiments/egg_model_finalization,egg_duste_sfree_zfree_jitter_floor_speccal1_oldextrap,Appendix C,4569.52,4579.81,4590.61,-3.38105,-3.3533,-3.33123,8.20072,8.39595,8.60202,602.157,637.718,685.825,,,,
egg_duste_zfree_s126_xi4_nocat,experiments/egg_model_finalization,egg_duste_zfree_s126_xi4_nocat,Appendix C,4406.17,4409.67,4413.03,-2.41331,-2.40559,-2.39759,9.72603,9.72738,9.7289,60.8341,61.8735,62.828,,,,
egg_liu2026_corrected,experiments/egg_model_finalization,egg_liu2026_corrected,Appendix C,4425.48,4463.18,4495.94,-3.22322,-3.15035,-3.07178,9.87893,9.91127,9.93953,304.972,360.689,419.74,,,,
egg_liu2026_exact.BADPRIOR,experiments/egg_model_finalization,egg_liu2026_exact.BADPRIOR,Appendix C,4798.94,4857.9,4953.33,-2.99235,-2.97005,-2.91797,7.46653,7.48803,7.49698,298.205,331.366,357.65,,,,
egg_xitb_s123_zfix,experiments/egg_model_finalization,egg_xitb_s123_zfix,Appendix C,4491.1,4495.22,4498.42,-2.88016,-2.87588,-2.87148,9.81567,9.81833,9.82087,195.14,197.252,199.266,,,,
egg_xitb_s123_zfree,experiments/egg_model_finalization,egg_xitb_s123_zfree,Appendix C,4457.13,4460.59,4464.06,-3.05078,-3.04611,-3.04148,9.90565,9.9078,9.91001,280.36,283.102,285.972,,,,
egg_xitb_sfree_zfix,experiments/egg_model_finalization,egg_xitb_sfree_zfix,Appendix C,4434.22,4438.03,4441.95,-2.9081,-2.90341,-2.89867,9.8257,9.82859,9.83144,197.306,199.784,202.141,,,,
egg_xitb_sfree_zfree,experiments/egg_model_finalization,egg_xitb_sfree_zfree,Appendix C,4498.97,4499.4,4499.78,-2.88783,-2.88493,-2.8814,9.7738,9.77481,9.77563,200.584,202.209,203.566,,,,
CAPERS_2c_smc_isophi_ujy,experiments/geometry_ties,CAPERS_2c_smc_isophi_ujy,Section 4.2,4477.92,4503.41,4527.56,-3.32944,-3.13186,-2.97238,10.0925,10.1105,10.1249,248.574,358.642,563.34,2007.05,,9.1024,
CAPERS_2c_smc_spot_ujy,experiments/geometry_ties,CAPERS_2c_smc_spot_ujy,Section 4.2,4478.71,4515.61,4566.76,-2.93614,-2.81455,-2.69145,10.0287,10.0683,10.106,132.325,174.263,232.607,2016.7,,9.0813,
UNCOVER_2c_smc_r300_isophi_ujy_photcal,experiments/geometry_ties,UNCOVER_2c_smc_r300_isophi_ujy_photcal,Section 4.2,3973.33,3991.23,3999.47,-3.36346,-3.25609,-3.17361,10.232,10.2386,10.2448,243.631,293.296,371.231,3216.91,,8.05,
UNCOVER_2c_smc_r300_spot_ujy_photcal,experiments/geometry_ties,UNCOVER_2c_smc_r300_spot_ujy_photcal,Section 4.2,3977.47,3996.13,4007.91,-3.42576,-3.27255,-3.18681,10.239,10.2442,10.251,251.001,307.679,433.699,2992.44,,7.57162,
WIDE_2c_smc_isophi_ujy,experiments/geometry_ties,WIDE_2c_smc_isophi_ujy,Section 4.2,4217.34,4293.08,4412.43,-3.27648,-2.90126,-2.68748,9.7247,9.74055,9.75679,116.787,177.335,389.275,2008.73,,8.90831,
WIDE_2c_smc_spot_ujy,experiments/geometry_ties,WIDE_2c_smc_spot_ujy,Section 4.2,4320.04,4382.53,4451.85,-2.66558,-2.4974,-2.32537,9.68756,9.70396,9.72142,51.5403,75.1246,106.748,2026.03,,8.92303,
CAPERS_2c_isophi_n2k_ujy,experiments/geometry_ties/alternative_configurations,CAPERS_2c_isophi_n2k_ujy,Section 4.2,4406.39,4466.45,4499.48,-2.93621,-2.86778,-2.82212,10.0217,10.0489,10.0729,169.738,188.783,219.739,2007.23,,9.13352,
CAPERS_2c_isophi_ujy,experiments/geometry_ties/alternative_configurations,CAPERS_2c_isophi_ujy,Section 4.2,4462.18,4489.81,4506.33,-2.8381,-2.78029,-2.72924,9.99981,10.0186,10.0376,139.809,157,178.375,2007.91,,9.17087,
CAPERS_2c_spot_n2k_ujy,experiments/geometry_ties/alternative_configurations,CAPERS_2c_spot_n2k_ujy,Section 4.2,4448.38,4485.46,4512.53,-2.78091,-2.69778,-2.59327,9.99877,10.0139,10.0311,103.527,128.821,154.521,2017.45,,9.09559,
CAPERS_2c_spot_ujy,experiments/geometry_ties/alternative_configurations,CAPERS_2c_spot_ujy,Section 4.2,4460.98,4490.66,4519.39,-2.78324,-2.69185,-2.56344,10.0012,10.0178,10.0413,97.6235,127.933,156.809,2018.53,,9.08087,
UNCOVER_2c_isophi_n2k_ujy,experiments/geometry_ties/alternative_configurations,UNCOVER_2c_isophi_n2k_ujy,Section 4.2,4067.7,4072.8,4078.06,-3.43098,-3.30214,-3.1946,10.1541,10.1573,10.1612,277.225,354.825,477.109,2443.37,,6.5411,
UNCOVER_2c_isophi_n2k_ujy_photcal,experiments/geometry_ties/alternative_configurations,UNCOVER_2c_isophi_n2k_ujy_photcal,Section 4.2,3986.91,3996.52,4004.19,-3.45515,-3.37802,-3.26934,10.2407,10.2484,10.2524,303.825,391.973,468.108,3249.72,,6.58542,
UNCOVER_2c_isophi_ujy,experiments/geometry_ties/alternative_configurations,UNCOVER_2c_isophi_ujy,Section 4.2,4065,4070.15,4075.24,-3.23707,-3.1884,-3.16115,10.1539,10.158,10.162,255.606,272.294,304.867,3151.2,,6.37973,
UNCOVER_2c_isophi_ujy_photcal,experiments/geometry_ties/alternative_configurations,UNCOVER_2c_isophi_ujy_photcal,Section 4.2,3991.7,4004.67,4012.2,-3.3827,-3.29965,-3.19363,10.2289,10.2421,10.2478,257.055,329.055,399.413,2020.66,,8.73059,
UNCOVER_2c_smc_r300_isophi_ujy,experiments/geometry_ties/alternative_configurations,UNCOVER_2c_smc_r300_isophi_ujy,Section 4.2,4059.4,4066.37,4071.61,-3.44755,-3.33297,-3.20895,10.1469,10.1514,10.1564,284.79,377.693,491.926,2725.36,,6.97681,
UNCOVER_2c_smc_r300_spot_ujy,experiments/geometry_ties/alternative_configurations,UNCOVER_2c_smc_r300_spot_ujy,Section 4.2,4064.84,4071.74,4080.08,-3.3106,-3.2208,-3.16704,10.1521,10.1564,10.1631,260.447,294.413,360.487,3194.89,,6.28326,
UNCOVER_2c_spot_n2k_ujy,experiments/geometry_ties/alternative_configurations,UNCOVER_2c_spot_n2k_ujy,Section 4.2,4064,4069.53,4075.01,-3.3905,-3.28361,-3.19931,10.1506,10.1556,10.1613,279.309,338.81,433.877,3111.37,,6.70417,
UNCOVER_2c_spot_n2k_ujy_photcal,experiments/geometry_ties/alternative_configurations,UNCOVER_2c_spot_n2k_ujy_photcal,Section 4.2,3986.13,3999.42,4006.3,-3.3257,-3.21146,-3.15783,10.2334,10.2429,10.2498,235.911,266.92,347.624,2078.91,,8.26633,
UNCOVER_2c_spot_ujy,experiments/geometry_ties/alternative_configurations,UNCOVER_2c_spot_ujy,Section 4.2,4064.31,4069.73,4075.82,-3.42585,-3.32108,-3.2205,10.1503,10.1544,10.1593,293.147,369.462,470.819,2845.92,,5.81588,
UNCOVER_2c_spot_ujy_photcal,experiments/geometry_ties/alternative_configurations,UNCOVER_2c_spot_ujy_photcal,Section 4.2,3988,4000.12,4008.24,-3.37805,-3.25787,-3.17394,10.216,10.2268,10.2371,244.816,297.844,394.135,2011.82,,8.93398,
WIDE_2c_isophi_n2k_ujy,experiments/geometry_ties/alternative_configurations,WIDE_2c_isophi_n2k_ujy,Section 4.2,4246.72,4382.9,4462.77,-2.91034,-2.60198,-2.37612,9.68873,9.69966,9.71068,59.7681,95.8622,172.621,2008.63,,8.9806,
WIDE_2c_isophi_ujy,experiments/geometry_ties/alternative_configurations,WIDE_2c_isophi_ujy,Section 4.2,4102.1,4117.12,4132.19,-3.41402,-3.2638,-3.14534,9.72806,9.73941,9.7492,258.138,339.687,476.893,2865.7,,6.55167,
WIDE_2c_spot_n2k_ujy,experiments/geometry_ties/alternative_configurations,WIDE_2c_spot_n2k_ujy,Section 4.2,4298.46,4359.85,4423.01,-2.71372,-2.52964,-2.36478,9.68909,9.70009,9.7116,55.9813,79.4861,114.886,2020.58,,8.91595,
WIDE_2c_spot_ujy,experiments/geometry_ties/alternative_configurations,WIDE_2c_spot_ujy,Section 4.2,4081.43,4094.86,4111.21,-3.46183,-3.38939,-3.26082,9.70994,9.72088,9.73369,328.322,444.033,525.095,2904.28,,7.2812,
BMKP_CAPERS_2c_smc_ujy_photcal4_youngal,experiments/host_prior,BMKP_CAPERS_2c_smc_ujy_photcal4_youngal,Sections 4.3 and 4.4,4467.07,4512.38,4561.98,-3.29173,-2.95743,-2.79514,9.98884,10.0193,10.0512,166.991,239.806,520.244,2172.89,-0.342549,8.94384,0.0321543
BMKP_CAPERS_2c_smc_ujy_youngal,experiments/host_prior,BMKP_CAPERS_2c_smc_ujy_youngal,Sections 4.3 and 4.4,4472.66,4522.94,4580.04,-3.22716,-2.90343,-2.73299,10.0186,10.0627,10.1041,146.157,214.745,450.782,2129.11,-0.0665303,9.19059,0.015759
BMKP_UNCOVER_2c_smc_r300_ujy_photcal4_youngal,experiments/host_prior,BMKP_UNCOVER_2c_smc_r300_ujy_photcal4_youngal,Sections 4.3 and 4.4,3978.34,4000.38,4013.46,-3.44544,-3.32447,-3.1965,10.2413,10.2508,10.263,258.252,345.727,456.999,2021.72,-1.00782,9.03802,0.112366
BMKP_UNCOVER_2c_smc_r300_ujy_photcal_youngal,experiments/host_prior,BMKP_UNCOVER_2c_smc_r300_ujy_photcal_youngal,Sections 4.3 and 4.4,3997.42,4009.61,4017.58,-3.44496,-3.32814,-3.19817,10.2194,10.226,10.2348,261.499,353.063,462.486,2024.99,-0.737575,8.96478,0.0599068
BMKP_UNCOVER_2c_smc_r300_ujy_youngal,experiments/host_prior,BMKP_UNCOVER_2c_smc_r300_ujy_youngal,Sections 4.3 and 4.4,4082.18,4087.97,4094.07,-3.44827,-3.33392,-3.20736,10.139,10.1431,10.1472,289.6,387.676,504.172,2006.27,-0.366082,8.90582,0.0243733
BMKP_WIDE_2c_smc_ujy_youngal,experiments/host_prior,BMKP_WIDE_2c_smc_ujy_youngal,Sections 4.3 and 4.4,4300.24,4396.58,4474.86,-2.81727,-2.61027,-2.39365,9.68447,9.70757,9.72864,61.9666,97.6556,150.043,2084.89,-0.240798,8.94632,0.0216734
