run_id,family,target,paper_section,lnZ,lnZ_err,n_samples_original
BMKP_CAPERS_2c_smc_ujy_photcal,experiments/photometric_anchoring,BMKP_CAPERS_2c_smc_ujy_photcal,Section 2.1,-175.041,0.152,47215
BMKP_CAPERS_2c_smc_ujy_photcal2,experiments/photometric_anchoring,BMKP_CAPERS_2c_smc_ujy_photcal2,Section 2.1,-168.658,0.147,44520
BMKP_CAPERS_2c_smc_ujy_photcal3,experiments/photometric_anchoring,BMKP_CAPERS_2c_smc_ujy_photcal3,Section 2.1,-171.197,0.151,46461
BMKP_UNCOVER_2c_smc_r300_ujy,experiments/photometric_anchoring,BMKP_UNCOVER_2c_smc_r300_ujy,Section 2.1,-267.415,0.186,67175
BMKP_UNCOVER_2c_smc_r300_ujy_photcal3,experiments/photometric_anchoring,BMKP_UNCOVER_2c_smc_r300_ujy_photcal3,Section 2.1,-98.691,0.145,42217
BMKP_UNCOVER_2c_smc_r300_ujy_photcal4,experiments/photometric_anchoring,BMKP_UNCOVER_2c_smc_r300_ujy_photcal4,Section 2.1,-107.949,0.160,48124
CLIFF_m3_pilot_2c,experiments/two_component_test,CLIFF_m3_pilot,Section 4.4,-52.3860,0.1098,32758
EGS42046_m3_2c,experiments/two_component_test,EGS42046,Section 4.4,-123.8786,0.1261,32635
EGS49140_m3_2c,experiments/two_component_test,EGS49140,Section 4.4,-82.9513,0.1237,32398
EGS55604_m3_2c,experiments/two_component_test,EGS55604,Section 4.4,-116.0908,0.1261,32806
GN15498_fr_m3_2c,experiments/two_component_test,GN15498,Section 4.4,-146.1436,0.1479,50430
GN38147_dja_m3_2c,experiments/two_component_test,GN38147,Section 4.4,-154.4763,0.1281,35307
GN68797_dja_m3_2c,experiments/two_component_test,GN68797,Section 4.4,-138.7356,0.1320,35147
GN9771_fr_m3_2c,experiments/two_component_test,GN9771,Section 4.4,-839.5602,0.1935,64802
GS13971_fr_m3_2c,experiments/two_component_test,GS13971,Section 4.4,-108.6481,0.1204,30804
RUBIES_EGS28812_m3_2c,experiments/two_component_test,RUBIES-EGS28812,Section 4.4,-139.4445,0.1015,29777
RUBIES_EGS29489_m3_2c,experiments/two_component_test,RUBIES-EGS29489,Section 4.4,-137.8699,0.1360,37134
RUBIES_EGS37124_m3_2c,experiments/two_component_test,RUBIES-EGS37124,Section 4.4,-88.7402,0.0814,22207
RUBIES_EGS42232_m3_2c,experiments/two_component_test,RUBIES-EGS42232,Section 4.4,-80.8575,0.1256,32975
RUBIES_EGS42803_m3_2c,experiments/two_component_test,RUBIES-EGS42803,Section 4.4,-93.2329,0.1004,28832
RUBIES_EGS53254_m3_2c,experiments/two_component_test,RUBIES-EGS53254,Section 4.4,-83.8852,0.0581,18393
RUBIES_EGS61496_m3_2c,experiments/two_component_test,RUBIES-EGS61496,Section 4.4,-123.4447,0.0947,28600
RUBIES_EGS926125_m3_2c,experiments/two_component_test,RUBIES-EGS926125,Section 4.4,-108.2734,0.1023,30299
RUBIES_EGS927271_m3_2c,experiments/two_component_test,RUBIES-EGS927271,Section 4.4,-97.4456,0.0912,25227
RUBIES_EGS948917_m3_2c,experiments/two_component_test,RUBIES-EGS948917,Section 4.4,-85.6242,0.1129,34207
RUBIES_EGS952625_m3_2c,experiments/two_component_test,RUBIES-EGS952625,Section 4.4,-107.1879,0.0598,19035
RUBIES_EGS966323_m3_2c,experiments/two_component_test,RUBIES-EGS966323,Section 4.4,-71.6435,0.0933,27122
RUBIES_UDS119957_m3_2c,experiments/two_component_test,RUBIES-UDS119957,Section 4.4,-122.9353,0.1038,31716
RUBIES_UDS144195_m3_2c,experiments/two_component_test,RUBIES-UDS144195,Section 4.4,-66.7176,0.1072,32700
RUBIES_UDS149298_m3_2c,experiments/two_component_test,RUBIES-UDS149298,Section 4.4,-185.0806,0.1039,30071
RUBIES_UDS167741_m3_2c,experiments/two_component_test,RUBIES-UDS167741,Section 4.4,-105.5852,0.1016,29594
RUBIES_UDS172350_m3_2c,experiments/two_component_test,RUBIES-UDS172350,Section 4.4,-144.3098,0.1047,25699
RUBIES_UDS23438_m3_2c,experiments/two_component_test,RUBIES-UDS23438,Section 4.4,-150.4936,0.1299,36204
RUBIES_UDS29813_m3_2c,experiments/two_component_test,RUBIES-UDS29813,Section 4.4,-131.5149,0.1006,24650
RUBIES_UDS31747_m3_2c,experiments/two_component_test,RUBIES-UDS31747,Section 4.4,-108.8574,0.1190,30092
RUBIES_UDS33938_m3_2c,experiments/two_component_test,RUBIES-UDS33938,Section 4.4,-100.5099,0.0907,21686
RUBIES_UDS36171_m3_2c,experiments/two_component_test,RUBIES-UDS36171,Section 4.4,-114.1278,0.0705,20163
RUBIES_UDS40579_m3_2c,experiments/two_component_test,RUBIES-UDS40579,Section 4.4,-92.3629,0.1157,36003
RUBIES_UDS50716_m3_2c,experiments/two_component_test,RUBIES-UDS50716,Section 4.4,-125.1166,0.0842,20629
RUBIES_UDS53692_m3_2c,experiments/two_component_test,RUBIES-UDS53692,Section 4.4,-131.6330,0.0728,20500
RUBIES_UDS807469_m3_2c,experiments/two_component_test,RUBIES-UDS807469,Section 4.4,-174.5249,0.0662,21012
RUBIES_UDS830237_m3_2c,experiments/two_component_test,RUBIES-UDS830237,Section 4.4,-128.5907,0.0614,20761
RUBIES_UDS848745_m3_2c,experiments/two_component_test,RUBIES-UDS848745,Section 4.4,-97.6209,0.0862,24637
RUBIES_UDS967770_m3_2c,experiments/two_component_test,RUBIES-UDS967770,Section 4.4,-91.3252,0.0725,20890
RUBIES_UDS970351_m3_2c,experiments/two_component_test,RUBIES-UDS970351,Section 4.4,-155.3282,0.0964,28287
SOK_1180_13329_m3_2c,experiments/two_component_test,Sok-1180_13329,Section 4.4,-107.3179,0.1291,34791
SOK_1181_53501_m3_2c,experiments/two_component_test,Sok-1181_53501,Section 4.4,-142.9260,0.1311,39846
SOK_1181_73488_m3_2c,experiments/two_component_test,Sok-1181_73488,Section 4.4,-141.1484,0.1425,42557
SOK_1286_159717_m3_2c,experiments/two_component_test,Sok-1286_159717,Section 4.4,-198.6541,0.1355,38647
SOK_1286_38562_m3_2c,experiments/two_component_test,Sok-1286_38562,Section 4.4,-182.2453,0.1386,39051
SOK_4106_83161_m3_2c,experiments/two_component_test,Sok-4106_83161,Section 4.4,-134.3673,0.0654,21614
SOK_4106_85168_m3_2c,experiments/two_component_test,Sok-4106_85168,Section 4.4,-95.1878,0.0686,20799
SOK_5224_920396_m3_2c,experiments/two_component_test,Sok-5224_920396,Section 4.4,-95.6493,0.1249,34153
UDS182791_m3_2c,experiments/two_component_test,UDS182791,Section 4.4,-188.5470,0.1140,33744
UNCOVER45924_dja_m3_2c,experiments/two_component_test,UNCOVER45924,Section 4.4,-164.7956,0.1373,38209
BMKP_CAPERS_2c_smc_ujy_photcal4,primary,CAPERS-UDS-23216,"Section 4.1, Table 1",-165.989,0.145,43902
BMKP_RS_m3c_smc,primary,GN-28074,"Section 4.1, Table 1",-1481.104,0.193,74182
BMKP_egg_duste_sfree_zfree_nmask,primary,J1025+1402,"Section 4.1, Table 1",-29272.099,0.543,56347
BMKP_UNCOVER_2c_smc_r300_ujy_photcal,primary,UNCOVER-A2744-20698,"Section 4.1, Table 1",-126.842,0.168,53623
BMKP_WIDE_2c_smc_ujy,primary,WIDE-EGS-2974,"Section 4.1, Table 1",-230.267,0.154,46762
lrds2_J000927,supplementary/desi,J000927,"Sections 2.3 and 4.4, Figure 8",-4159.9419,0.2633,24497
lrds2_J012930,supplementary/desi,J012930,"Sections 2.3 and 4.4, Figure 8",-7171.2490,0.2306,26262
lrds2_J024337,supplementary/desi,J024337,"Sections 2.3 and 4.4, Figure 8",-4144.9427,0.1587,21004
lrds2_J071635,supplementary/desi,J071635,"Sections 2.3 and 4.4, Figure 8",-7510.4282,0.3547,34423
lrds2_J082606,supplementary/desi,J082606,"Sections 2.3 and 4.4, Figure 8",-3746.9664,0.1918,17322
lrds2_J082921,supplementary/desi,J082921,"Sections 2.3 and 4.4, Figure 8",-5754.4661,0.2618,27686
lrds2_J094411,supplementary/desi,J094411,"Sections 2.3 and 4.4, Figure 8",-5597.5355,0.2780,29357
lrds2_J101742,supplementary/desi,J101742,"Sections 2.3 and 4.4, Figure 8",-4612.0540,0.2252,21055
lrds2_J102553,supplementary/desi,J102553,"Sections 2.3 and 4.4, Figure 8",-4141.7934,0.2202,20596
lrds2_J104242,supplementary/desi,J104242,"Sections 2.3 and 4.4, Figure 8",-3933.3565,0.1689,18114
lrds2_J105620,supplementary/desi,J105620,"Sections 2.3 and 4.4, Figure 8",-3952.1640,0.1698,19612
lrds2_J105900,supplementary/desi,J105900,"Sections 2.3 and 4.4, Figure 8",-4050.2534,0.1325,16534
lrds2_J111943,supplementary/desi,J111943,"Sections 2.3 and 4.4, Figure 8",-4009.0031,0.2307,28038
lrds2_J113734,supplementary/desi,J113734,"Sections 2.3 and 4.4, Figure 8",-4052.9492,0.1225,15020
lrds2_J132137,supplementary/desi,J132137,"Sections 2.3 and 4.4, Figure 8",-4038.1393,0.2607,25500
lrds2_J134317,supplementary/desi,J134317,"Sections 2.3 and 4.4, Figure 8",-4050.2331,0.1774,18999
lrds2_J142337,supplementary/desi,J142337,"Sections 2.3 and 4.4, Figure 8",-4138.4751,0.1464,19187
lrds2_J150252,supplementary/desi,J150252,"Sections 2.3 and 4.4, Figure 8",-4344.9193,0.1654,21237
lrds2_J161102,supplementary/desi,J161102,"Sections 2.3 and 4.4, Figure 8",-4394.8058,0.2088,19526
lrds2_J162032,supplementary/desi,J162032,"Sections 2.3 and 4.4, Figure 8",-3720.5529,0.1043,14801
lrds2_J164102,supplementary/desi,J164102,"Sections 2.3 and 4.4, Figure 8",-2394.9751,0.1152,16871
lrds2_J164226,supplementary/desi,J164226,"Sections 2.3 and 4.4, Figure 8",-5725.7746,0.3141,32274
lrds2_J164637,supplementary/desi,J164637,"Sections 2.3 and 4.4, Figure 8",-4548.0879,0.2667,24074
lrds2_J165450,supplementary/desi,J165450,"Sections 2.3 and 4.4, Figure 8",-4224.5482,0.2402,19994
lrds2_J171741,supplementary/desi,J171741,"Sections 2.3 and 4.4, Figure 8",-29192.1097,0.3993,41174
lrds2_J190954,supplementary/desi,J190954,"Sections 2.3 and 4.4, Figure 8",-4415.5923,0.1390,20504
lrds2_J212725,supplementary/desi,J212725,"Sections 2.3 and 4.4, Figure 8",-4018.9378,0.1303,17347
lrds2_J225535,supplementary/desi,J225535,"Sections 2.3 and 4.4, Figure 8",-3832.0980,0.1124,14006
glimpse17775_m3,supplementary/grating,GLIMPSE-17775,"Sections 2.3 and 4.4, Figure 8",-35474.2250,0.3495,41178
A2744QSO1_m3,supplementary/prism,A2744QSO1,"Sections 2.3 and 4.4, Figure 8",-77.4004,0.1359,35600
CEERS6126_m3,supplementary/prism,CEERS6126,"Sections 2.3 and 4.4, Figure 8",-128.2801,0.0838,22973
CLIFF_m3_pilot,supplementary/prism,CLIFF_m3_pilot,"Sections 2.3 and 4.4, Figure 8",-52.3157,0.1099,32843
EGS42046_m3,supplementary/prism,EGS42046,"Sections 2.3 and 4.4, Figure 8",-124.0432,0.1253,32651
EGS49140_m3,supplementary/prism,EGS49140,"Sections 2.3 and 4.4, Figure 8",-82.0762,0.1208,31392
EGS55604_m3,supplementary/prism,EGS55604,"Sections 2.3 and 4.4, Figure 8",-115.3873,0.1256,32339
GN15498_fr_m3,supplementary/prism,GN15498,"Sections 2.3 and 4.4, Figure 8",-146.9453,0.1703,50709
GN38147_dja_m3,supplementary/prism,GN38147,"Sections 2.3 and 4.4, Figure 8",-152.0028,0.1283,33712
GN68797_dja_m3,supplementary/prism,GN68797,"Sections 2.3 and 4.4, Figure 8",-138.5294,0.1325,35057
GN9771_fr_m3,supplementary/prism,GN9771,"Sections 2.3 and 4.4, Figure 8",-850.6691,0.2039,68643
GS13971_fr_m3,supplementary/prism,GS13971,"Sections 2.3 and 4.4, Figure 8",-109.2796,0.1126,33613
MoMBH1_m3,supplementary/prism,MoMBH1,"Sections 2.3 and 4.4, Figure 8",-135.8696,0.1080,29542
RUBIES_EGS28812_m3,supplementary/prism,RUBIES-EGS28812,"Sections 2.3 and 4.4, Figure 8",-140.2557,0.1037,30524
RUBIES_EGS29489_m3,supplementary/prism,RUBIES-EGS29489,"Sections 2.3 and 4.4, Figure 8",-135.1017,0.1315,35088
RUBIES_EGS37124_m3,supplementary/prism,RUBIES-EGS37124,"Sections 2.3 and 4.4, Figure 8",-88.4724,0.0806,21779
RUBIES_EGS42232_m3,supplementary/prism,RUBIES-EGS42232,"Sections 2.3 and 4.4, Figure 8",-78.6476,0.1057,31947
RUBIES_EGS42803_m3,supplementary/prism,RUBIES-EGS42803,"Sections 2.3 and 4.4, Figure 8",-92.2940,0.0991,27729
RUBIES_EGS53254_m3,supplementary/prism,RUBIES-EGS53254,"Sections 2.3 and 4.4, Figure 8",-83.6429,0.0557,18261
RUBIES_EGS61496_m3,supplementary/prism,RUBIES-EGS61496,"Sections 2.3 and 4.4, Figure 8",-124.2592,0.0987,28384
RUBIES_EGS926125_m3,supplementary/prism,RUBIES-EGS926125,"Sections 2.3 and 4.4, Figure 8",-107.4891,0.1003,29676
RUBIES_EGS927271_m3,supplementary/prism,RUBIES-EGS927271,"Sections 2.3 and 4.4, Figure 8",-97.2336,0.0903,25001
RUBIES_EGS948917_m3,supplementary/prism,RUBIES-EGS948917,"Sections 2.3 and 4.4, Figure 8",-85.3890,0.1129,34110
RUBIES_EGS952625_m3,supplementary/prism,RUBIES-EGS952625,"Sections 2.3 and 4.4, Figure 8",-106.7905,0.0576,18640
RUBIES_EGS966323_m3,supplementary/prism,RUBIES-EGS966323,"Sections 2.3 and 4.4, Figure 8",-72.3515,0.1065,25929
RUBIES_UDS119957_m3,supplementary/prism,RUBIES-UDS119957,"Sections 2.3 and 4.4, Figure 8",-122.1616,0.1145,28975
RUBIES_UDS144195_m3,supplementary/prism,RUBIES-UDS144195,"Sections 2.3 and 4.4, Figure 8",-67.2275,0.1091,32573
RUBIES_UDS149298_m3,supplementary/prism,RUBIES-UDS149298,"Sections 2.3 and 4.4, Figure 8",-184.9358,0.1037,30002
RUBIES_UDS167741_m3,supplementary/prism,RUBIES-UDS167741,"Sections 2.3 and 4.4, Figure 8",-104.3508,0.0983,28670
RUBIES_UDS172350_m3,supplementary/prism,RUBIES-UDS172350,"Sections 2.3 and 4.4, Figure 8",-144.1208,0.1017,25283
RUBIES_UDS23438_m3,supplementary/prism,RUBIES-UDS23438,"Sections 2.3 and 4.4, Figure 8",-147.2383,0.1211,31731
RUBIES_UDS29813_m3,supplementary/prism,RUBIES-UDS29813,"Sections 2.3 and 4.4, Figure 8",-131.4040,0.1014,24680
RUBIES_UDS31747_m3,supplementary/prism,RUBIES-UDS31747,"Sections 2.3 and 4.4, Figure 8",-107.0158,0.1021,29988
RUBIES_UDS33938_m3,supplementary/prism,RUBIES-UDS33938,"Sections 2.3 and 4.4, Figure 8",-100.7936,0.0891,22134
RUBIES_UDS36171_m3,supplementary/prism,RUBIES-UDS36171,"Sections 2.3 and 4.4, Figure 8",-113.8492,0.0691,19568
RUBIES_UDS40579_m3,supplementary/prism,RUBIES-UDS40579,"Sections 2.3 and 4.4, Figure 8",-91.9043,0.1161,35831
RUBIES_UDS50716_m3,supplementary/prism,RUBIES-UDS50716,"Sections 2.3 and 4.4, Figure 8",-125.2667,0.0809,20801
RUBIES_UDS53692_m3,supplementary/prism,RUBIES-UDS53692,"Sections 2.3 and 4.4, Figure 8",-131.0302,0.0652,21159
RUBIES_UDS807469_m3,supplementary/prism,RUBIES-UDS807469,"Sections 2.3 and 4.4, Figure 8",-174.5518,0.0667,20875
RUBIES_UDS830237_m3,supplementary/prism,RUBIES-UDS830237,"Sections 2.3 and 4.4, Figure 8",-127.9187,0.0574,19790
RUBIES_UDS848745_m3,supplementary/prism,RUBIES-UDS848745,"Sections 2.3 and 4.4, Figure 8",-97.7127,0.0885,24684
RUBIES_UDS967770_m3,supplementary/prism,RUBIES-UDS967770,"Sections 2.3 and 4.4, Figure 8",-91.0085,0.0698,20510
RUBIES_UDS970351_m3,supplementary/prism,RUBIES-UDS970351,"Sections 2.3 and 4.4, Figure 8",-155.3334,0.1075,26257
SOK_1180_13329_m3,supplementary/prism,Sok-1180_13329,"Sections 2.3 and 4.4, Figure 8",-107.4525,0.1142,35822
SOK_1181_53501_m3,supplementary/prism,Sok-1181_53501,"Sections 2.3 and 4.4, Figure 8",-137.7962,0.1358,40090
SOK_1181_73488_m3,supplementary/prism,Sok-1181_73488,"Sections 2.3 and 4.4, Figure 8",-141.1121,0.1438,40954
SOK_1286_159717_m3,supplementary/prism,Sok-1286_159717,"Sections 2.3 and 4.4, Figure 8",-198.2410,0.1215,36790
SOK_1286_38562_m3,supplementary/prism,Sok-1286_38562,"Sections 2.3 and 4.4, Figure 8",-181.3842,0.1417,38387
SOK_4106_83161_m3,supplementary/prism,Sok-4106_83161,"Sections 2.3 and 4.4, Figure 8",-134.1209,0.0649,21301
SOK_4106_85168_m3,supplementary/prism,Sok-4106_85168,"Sections 2.3 and 4.4, Figure 8",-95.1231,0.0670,20498
SOK_5224_920396_m3,supplementary/prism,Sok-5224_920396,"Sections 2.3 and 4.4, Figure 8",-94.0324,0.1260,32728
UDS182791_m3,supplementary/prism,UDS182791,"Sections 2.3 and 4.4, Figure 8",-187.6443,0.1104,32560
UDS31092_m3,supplementary/prism,UDS31092,"Sections 2.3 and 4.4, Figure 8",-114.1946,0.1243,32799
UNCOVER45924_dja_m3,supplementary/prism,UNCOVER45924,"Sections 2.3 and 4.4, Figure 8",-166.1227,0.1410,39439
