run_id,family,target,paper_section,ndim,n_released,n_original,driver,spectrum_figure,path,known_issue
RUBIES_UDS23438_m3,supplementary/prism,RUBIES-UDS23438,"Sections 2.3 and 4.4, Figure 8",14,31731,31731,fit_RUBIES_UDS23438.py,spectrum.png,chains/supplementary/prism/RUBIES-UDS23438/chain.npy,
RUBIES_UDS29813_m3,supplementary/prism,RUBIES-UDS29813,"Sections 2.3 and 4.4, Figure 8",14,24680,24680,fit_RUBIES_UDS29813.py,spectrum.png,chains/supplementary/prism/RUBIES-UDS29813/chain.npy,
RUBIES_UDS31747_m3,supplementary/prism,RUBIES-UDS31747,"Sections 2.3 and 4.4, Figure 8",14,29988,29988,fit_RUBIES_UDS31747.py,spectrum.png,chains/supplementary/prism/RUBIES-UDS31747/chain.npy,
RUBIES_UDS33938_m3,supplementary/prism,RUBIES-UDS33938,"Sections 2.3 and 4.4, Figure 8",14,22134,22134,fit_RUBIES_UDS33938.py,spectrum.png,chains/supplementary/prism/RUBIES-UDS33938/chain.npy,
RUBIES_UDS36171_m3,supplementary/prism,RUBIES-UDS36171,"Sections 2.3 and 4.4, Figure 8",14,19568,19568,fit_RUBIES_UDS36171.py,spectrum.png,chains/supplementary/prism/RUBIES-UDS36171/chain.npy,
RUBIES_UDS40579_m3,supplementary/prism,RUBIES-UDS40579,"Sections 2.3 and 4.4, Figure 8",14,35831,35831,fit_RUBIES_UDS40579.py,spectrum.png,chains/supplementary/prism/RUBIES-UDS40579/chain.npy,
RUBIES_UDS50716_m3,supplementary/prism,RUBIES-UDS50716,"Sections 2.3 and 4.4, Figure 8",14,20801,20801,fit_RUBIES_UDS50716.py,spectrum.png,chains/supplementary/prism/RUBIES-UDS50716/chain.npy,
RUBIES_UDS53692_m3,supplementary/prism,RUBIES-UDS53692,"Sections 2.3 and 4.4, Figure 8",14,21159,21159,fit_RUBIES_UDS53692.py,spectrum.png,chains/supplementary/prism/RUBIES-UDS53692/chain.npy,
RUBIES_UDS807469_m3,supplementary/prism,RUBIES-UDS807469,"Sections 2.3 and 4.4, Figure 8",14,20875,20875,fit_RUBIES_UDS807469.py,spectrum.png,chains/supplementary/prism/RUBIES-UDS807469/chain.npy,
RUBIES_UDS830237_m3,supplementary/prism,RUBIES-UDS830237,"Sections 2.3 and 4.4, Figure 8",14,19790,19790,fit_RUBIES_UDS830237.py,spectrum.png,chains/supplementary/prism/RUBIES-UDS830237/chain.npy,
RUBIES_UDS848745_m3,supplementary/prism,RUBIES-UDS848745,"Sections 2.3 and 4.4, Figure 8",14,24684,24684,fit_RUBIES_UDS848745.py,spectrum.png,chains/supplementary/prism/RUBIES-UDS848745/chain.npy,
RUBIES_UDS967770_m3,supplementary/prism,RUBIES-UDS967770,"Sections 2.3 and 4.4, Figure 8",14,20510,20510,fit_RUBIES_UDS967770.py,spectrum.png,chains/supplementary/prism/RUBIES-UDS967770/chain.npy,
RUBIES_UDS970351_m3,supplementary/prism,RUBIES-UDS970351,"Sections 2.3 and 4.4, Figure 8",14,26257,26257,fit_RUBIES_UDS970351.py,spectrum.png,chains/supplementary/prism/RUBIES-UDS970351/chain.npy,
SOK_1180_13329_m3,supplementary/prism,Sok-1180_13329,"Sections 2.3 and 4.4, Figure 8",14,35822,35822,fit_SOK_1180_13329.py,spectrum.png,chains/supplementary/prism/Sok-1180_13329/chain.npy,
SOK_1181_53501_m3,supplementary/prism,Sok-1181_53501,"Sections 2.3 and 4.4, Figure 8",14,40090,40090,fit_SOK_1181_53501.py,spectrum.png,chains/supplementary/prism/Sok-1181_53501/chain.npy,
SOK_1181_73488_m3,supplementary/prism,Sok-1181_73488,"Sections 2.3 and 4.4, Figure 8",14,40954,40954,fit_SOK_1181_73488.py,spectrum.png,chains/supplementary/prism/Sok-1181_73488/chain.npy,
SOK_1286_159717_m3,supplementary/prism,Sok-1286_159717,"Sections 2.3 and 4.4, Figure 8",14,36790,36790,fit_SOK_1286_159717.py,spectrum.png,chains/supplementary/prism/Sok-1286_159717/chain.npy,
SOK_1286_38562_m3,supplementary/prism,Sok-1286_38562,"Sections 2.3 and 4.4, Figure 8",14,38387,38387,fit_SOK_1286_38562.py,spectrum.png,chains/supplementary/prism/Sok-1286_38562/chain.npy,
SOK_4106_83161_m3,supplementary/prism,Sok-4106_83161,"Sections 2.3 and 4.4, Figure 8",14,21301,21301,fit_SOK_4106_83161.py,spectrum.png,chains/supplementary/prism/Sok-4106_83161/chain.npy,
SOK_4106_85168_m3,supplementary/prism,Sok-4106_85168,"Sections 2.3 and 4.4, Figure 8",14,20498,20498,fit_SOK_4106_85168.py,spectrum.png,chains/supplementary/prism/Sok-4106_85168/chain.npy,
SOK_5224_920396_m3,supplementary/prism,Sok-5224_920396,"Sections 2.3 and 4.4, Figure 8",14,32728,32728,fit_SOK_5224_920396.py,spectrum.png,chains/supplementary/prism/Sok-5224_920396/chain.npy,
UDS182791_m3,supplementary/prism,UDS182791,"Sections 2.3 and 4.4, Figure 8",14,32560,32560,fit_UDS182791_m3.py,spectrum.png,chains/supplementary/prism/UDS182791/chain.npy,
UDS31092_m3,supplementary/prism,UDS31092,"Sections 2.3 and 4.4, Figure 8",14,32799,32799,fit_UDS31092.py,,chains/supplementary/prism/UDS31092/chain.npy,
UNCOVER45924_dja_m3,supplementary/prism,UNCOVER45924,"Sections 2.3 and 4.4, Figure 8",14,39439,39439,fit_UNCOVER45924_dja.py,spectrum.png,chains/supplementary/prism/UNCOVER45924/chain.npy,
