run_id,family,target,paper_section,ndim,n_released,n_original,driver,spectrum_figure,path,known_issue
lrds2_MOCK_R5D_faint_sub,experiments/injection_recovery/desi,MOCK_R5D_faint_sub,Section 4.4,18,13588,13588,fit_desi_lrds2_roar.py,spectrum.png,chains/experiments/injection_recovery/desi/MOCK_R5D_faint_sub/chain.npy,
lrds2_MOCK_R5D_faint_super,experiments/injection_recovery/desi,MOCK_R5D_faint_super,Section 4.4,18,13871,13871,fit_desi_lrds2_roar.py,spectrum.png,chains/experiments/injection_recovery/desi/MOCK_R5D_faint_super/chain.npy,
egg_duste_sfree_zfree_injrec,experiments/injection_recovery/egg,egg_duste_sfree_zfree_injrec,Appendix C,18,38701,38701,fit_egg_model_finalization.py,spectrum_model_finalization.png,chains/experiments/injection_recovery/egg/egg_duste_sfree_zfree_injrec/chain.npy,
egg_duste_sfree_zfree_injrec_truth,experiments/injection_recovery/egg,egg_duste_sfree_zfree_injrec_truth,Appendix C,18,1,1,fit_egg_injrec.py,,chains/experiments/injection_recovery/egg/egg_duste_sfree_zfree_injrec_truth/chain.npy,
MOCK_R5_bright_sub_m3,experiments/injection_recovery/prism,MOCK_R5_bright_sub,Section 4.4,14,29544,29544,fit_MOCK_R5_bright_sub.py,,chains/experiments/injection_recovery/prism/MOCK_R5_bright_sub/chain.npy,
MOCK_R5_bright_super_m3,experiments/injection_recovery/prism,MOCK_R5_bright_super,Section 4.4,14,28608,28608,fit_MOCK_R5_bright_super.py,,chains/experiments/injection_recovery/prism/MOCK_R5_bright_super/chain.npy,
MOCK_R5_faint_sub_m3,experiments/injection_recovery/prism,MOCK_R5_faint_sub,Section 4.4,14,17420,17420,fit_MOCK_R5_faint_sub.py,,chains/experiments/injection_recovery/prism/MOCK_R5_faint_sub/chain.npy,
MOCK_R5_faint_super_m3,experiments/injection_recovery/prism,MOCK_R5_faint_super,Section 4.4,14,16941,16941,fit_MOCK_R5_faint_super.py,,chains/experiments/injection_recovery/prism/MOCK_R5_faint_super/chain.npy,
MOCK_R5_median_sub_m3,experiments/injection_recovery/prism,MOCK_R5_median_sub,Section 4.4,14,24463,24463,fit_MOCK_R5_median_sub.py,,chains/experiments/injection_recovery/prism/MOCK_R5_median_sub/chain.npy,
MOCK_R5_median_super_m3,experiments/injection_recovery/prism,MOCK_R5_median_super,Section 4.4,14,22901,22901,fit_MOCK_R5_median_super.py,,chains/experiments/injection_recovery/prism/MOCK_R5_median_super/chain.npy,
MOCK_cliff_m3,experiments/injection_recovery/prism,MOCK_cliff,Section 4.4,14,31642,31642,fit_mock_cliff.py,,chains/experiments/injection_recovery/prism/MOCK_cliff/chain.npy,
BMKP_CAPERS_2c_smc_ujy,experiments/photometric_anchoring,BMKP_CAPERS_2c_smc_ujy,Section 2.1,17,42351,42351,bmkp_fit_capers_2c_smc_ujy.py,spectrum.png,chains/experiments/photometric_anchoring/BMKP_CAPERS_2c_smc_ujy/chain.npy,
BMKP_CAPERS_2c_smc_ujy_photcal,experiments/photometric_anchoring,BMKP_CAPERS_2c_smc_ujy_photcal,Section 2.1,17,47215,47215,bmkp_fit_capers_2c_smc_ujy_photcal.py,spectrum.png,chains/experiments/photometric_anchoring/BMKP_CAPERS_2c_smc_ujy_photcal/chain.npy,
BMKP_CAPERS_2c_smc_ujy_photcal2,experiments/photometric_anchoring,BMKP_CAPERS_2c_smc_ujy_photcal2,Section 2.1,17,44520,44520,bmkp_fit_capers_2c_smc_ujy_photcal2.py,spectrum.png,chains/experiments/photometric_anchoring/BMKP_CAPERS_2c_smc_ujy_photcal2/chain.npy,
BMKP_CAPERS_2c_smc_ujy_photcal3,experiments/photometric_anchoring,BMKP_CAPERS_2c_smc_ujy_photcal3,Section 2.1,17,46461,46461,bmkp_fit_capers_2c_smc_ujy_photcal3.py,spectrum.png,chains/experiments/photometric_anchoring/BMKP_CAPERS_2c_smc_ujy_photcal3/chain.npy,
BMKP_UNCOVER_2c_smc_r300_ujy,experiments/photometric_anchoring,BMKP_UNCOVER_2c_smc_r300_ujy,Section 2.1,17,50000,67175,bmkp_fit_uncover_2c_smc_r300_ujy.py,spectrum.png,chains/experiments/photometric_anchoring/BMKP_UNCOVER_2c_smc_r300_ujy/chain.npy,
BMKP_UNCOVER_2c_smc_r300_ujy_photcal3,experiments/photometric_anchoring,BMKP_UNCOVER_2c_smc_r300_ujy_photcal3,Section 2.1,17,42217,42217,bmkp_fit_uncover_2c_smc_r300_ujy_photcal3.py,spectrum.png,chains/experiments/photometric_anchoring/BMKP_UNCOVER_2c_smc_r300_ujy_photcal3/chain.npy,
BMKP_UNCOVER_2c_smc_r300_ujy_photcal4,experiments/photometric_anchoring,BMKP_UNCOVER_2c_smc_r300_ujy_photcal4,Section 2.1,17,48124,48124,bmkp_fit_uncover_2c_smc_r300_ujy_photcal4.py,spectrum.png,chains/experiments/photometric_anchoring/BMKP_UNCOVER_2c_smc_r300_ujy_photcal4/chain.npy,
CLIFF_m3_pilot_2c,experiments/two_component_test,CLIFF_m3_pilot,Section 4.4,17,32758,32758,fit2c_cliff_m3.py,,chains/experiments/two_component_test/CLIFF_m3_pilot/chain.npy,
EGS42046_m3_2c,experiments/two_component_test,EGS42046,Section 4.4,17,32635,32635,fit2c_EGS42046_m3.py,,chains/experiments/two_component_test/EGS42046/chain.npy,
EGS49140_m3_2c,experiments/two_component_test,EGS49140,Section 4.4,17,32398,32398,fit2c_EGS49140_m3.py,,chains/experiments/two_component_test/EGS49140/chain.npy,
EGS55604_m3_2c,experiments/two_component_test,EGS55604,Section 4.4,17,32806,32806,fit2c_EGS55604_m3.py,,chains/experiments/two_component_test/EGS55604/chain.npy,
GN15498_fr_m3_2c,experiments/two_component_test,GN15498,Section 4.4,17,50000,50430,fit2c_GN15498_fr.py,,chains/experiments/two_component_test/GN15498/chain.npy,
GN38147_dja_m3_2c,experiments/two_component_test,GN38147,Section 4.4,17,35307,35307,fit2c_GN38147_dja.py,,chains/experiments/two_component_test/GN38147/chain.npy,
GN68797_dja_m3_2c,experiments/two_component_test,GN68797,Section 4.4,17,35147,35147,fit2c_GN68797_dja.py,,chains/experiments/two_component_test/GN68797/chain.npy,
GN9771_fr_m3_2c,experiments/two_component_test,GN9771,Section 4.4,17,50000,64802,fit2c_GN9771_fr.py,,chains/experiments/two_component_test/GN9771/chain.npy,
GS13971_fr_m3_2c,experiments/two_component_test,GS13971,Section 4.4,17,30804,30804,fit2c_GS13971_fr.py,,chains/experiments/two_component_test/GS13971/chain.npy,
RUBIES_EGS28812_m3_2c,experiments/two_component_test,RUBIES-EGS28812,Section 4.4,17,29777,29777,fit2c_RUBIES_EGS28812.py,,chains/experiments/two_component_test/RUBIES-EGS28812/chain.npy,
RUBIES_EGS29489_m3_2c,experiments/two_component_test,RUBIES-EGS29489,Section 4.4,17,37134,37134,fit2c_RUBIES_EGS29489.py,,chains/experiments/two_component_test/RUBIES-EGS29489/chain.npy,
RUBIES_EGS37124_m3_2c,experiments/two_component_test,RUBIES-EGS37124,Section 4.4,17,22207,22207,fit2c_RUBIES_EGS37124.py,,chains/experiments/two_component_test/RUBIES-EGS37124/chain.npy,
RUBIES_EGS42232_m3_2c,experiments/two_component_test,RUBIES-EGS42232,Section 4.4,17,32975,32975,fit2c_RUBIES_EGS42232.py,,chains/experiments/two_component_test/RUBIES-EGS42232/chain.npy,
RUBIES_EGS42803_m3_2c,experiments/two_component_test,RUBIES-EGS42803,Section 4.4,17,28832,28832,fit2c_RUBIES_EGS42803.py,,chains/experiments/two_component_test/RUBIES-EGS42803/chain.npy,
RUBIES_EGS53254_m3_2c,experiments/two_component_test,RUBIES-EGS53254,Section 4.4,17,18393,18393,fit2c_RUBIES_EGS53254.py,,chains/experiments/two_component_test/RUBIES-EGS53254/chain.npy,
RUBIES_EGS61496_m3_2c,experiments/two_component_test,RUBIES-EGS61496,Section 4.4,17,28600,28600,fit2c_RUBIES_EGS61496.py,,chains/experiments/two_component_test/RUBIES-EGS61496/chain.npy,
RUBIES_EGS926125_m3_2c,experiments/two_component_test,RUBIES-EGS926125,Section 4.4,17,30299,30299,fit2c_RUBIES_EGS926125.py,,chains/experiments/two_component_test/RUBIES-EGS926125/chain.npy,
RUBIES_EGS927271_m3_2c,experiments/two_component_test,RUBIES-EGS927271,Section 4.4,17,25227,25227,fit2c_RUBIES_EGS927271.py,,chains/experiments/two_component_test/RUBIES-EGS927271/chain.npy,
RUBIES_EGS948917_m3_2c,experiments/two_component_test,RUBIES-EGS948917,Section 4.4,17,34207,34207,fit2c_RUBIES_EGS948917.py,,chains/experiments/two_component_test/RUBIES-EGS948917/chain.npy,
RUBIES_EGS952625_m3_2c,experiments/two_component_test,RUBIES-EGS952625,Section 4.4,17,19035,19035,fit2c_RUBIES_EGS952625.py,,chains/experiments/two_component_test/RUBIES-EGS952625/chain.npy,
RUBIES_EGS966323_m3_2c,experiments/two_component_test,RUBIES-EGS966323,Section 4.4,17,27122,27122,fit2c_RUBIES_EGS966323.py,,chains/experiments/two_component_test/RUBIES-EGS966323/chain.npy,
RUBIES_UDS119957_m3_2c,experiments/two_component_test,RUBIES-UDS119957,Section 4.4,17,31716,31716,fit2c_RUBIES_UDS119957.py,,chains/experiments/two_component_test/RUBIES-UDS119957/chain.npy,
RUBIES_UDS144195_m3_2c,experiments/two_component_test,RUBIES-UDS144195,Section 4.4,17,32700,32700,fit2c_RUBIES_UDS144195.py,,chains/experiments/two_component_test/RUBIES-UDS144195/chain.npy,
RUBIES_UDS149298_m3_2c,experiments/two_component_test,RUBIES-UDS149298,Section 4.4,17,30071,30071,fit2c_RUBIES_UDS149298.py,,chains/experiments/two_component_test/RUBIES-UDS149298/chain.npy,
RUBIES_UDS167741_m3_2c,experiments/two_component_test,RUBIES-UDS167741,Section 4.4,17,29594,29594,fit2c_RUBIES_UDS167741.py,,chains/experiments/two_component_test/RUBIES-UDS167741/chain.npy,
RUBIES_UDS172350_m3_2c,experiments/two_component_test,RUBIES-UDS172350,Section 4.4,17,25699,25699,fit2c_RUBIES_UDS172350.py,,chains/experiments/two_component_test/RUBIES-UDS172350/chain.npy,
RUBIES_UDS23438_m3_2c,experiments/two_component_test,RUBIES-UDS23438,Section 4.4,17,36204,36204,fit2c_RUBIES_UDS23438.py,,chains/experiments/two_component_test/RUBIES-UDS23438/chain.npy,
RUBIES_UDS29813_m3_2c,experiments/two_component_test,RUBIES-UDS29813,Section 4.4,17,24650,24650,fit2c_RUBIES_UDS29813.py,,chains/experiments/two_component_test/RUBIES-UDS29813/chain.npy,
RUBIES_UDS31747_m3_2c,experiments/two_component_test,RUBIES-UDS31747,Section 4.4,17,30092,30092,fit2c_RUBIES_UDS31747.py,,chains/experiments/two_component_test/RUBIES-UDS31747/chain.npy,
RUBIES_UDS33938_m3_2c,experiments/two_component_test,RUBIES-UDS33938,Section 4.4,17,21686,21686,fit2c_RUBIES_UDS33938.py,,chains/experiments/two_component_test/RUBIES-UDS33938/chain.npy,
RUBIES_UDS36171_m3_2c,experiments/two_component_test,RUBIES-UDS36171,Section 4.4,17,20163,20163,fit2c_RUBIES_UDS36171.py,,chains/experiments/two_component_test/RUBIES-UDS36171/chain.npy,
RUBIES_UDS40579_m3_2c,experiments/two_component_test,RUBIES-UDS40579,Section 4.4,17,36003,36003,fit2c_RUBIES_UDS40579.py,,chains/experiments/two_component_test/RUBIES-UDS40579/chain.npy,
RUBIES_UDS50716_m3_2c,experiments/two_component_test,RUBIES-UDS50716,Section 4.4,17,20629,20629,fit2c_RUBIES_UDS50716.py,,chains/experiments/two_component_test/RUBIES-UDS50716/chain.npy,
RUBIES_UDS53692_m3_2c,experiments/two_component_test,RUBIES-UDS53692,Section 4.4,17,20500,20500,fit2c_RUBIES_UDS53692.py,,chains/experiments/two_component_test/RUBIES-UDS53692/chain.npy,
RUBIES_UDS807469_m3_2c,experiments/two_component_test,RUBIES-UDS807469,Section 4.4,17,21012,21012,fit2c_RUBIES_UDS807469.py,,chains/experiments/two_component_test/RUBIES-UDS807469/chain.npy,
RUBIES_UDS830237_m3_2c,experiments/two_component_test,RUBIES-UDS830237,Section 4.4,17,20761,20761,fit2c_RUBIES_UDS830237.py,,chains/experiments/two_component_test/RUBIES-UDS830237/chain.npy,
RUBIES_UDS848745_m3_2c,experiments/two_component_test,RUBIES-UDS848745,Section 4.4,17,24637,24637,fit2c_RUBIES_UDS848745.py,,chains/experiments/two_component_test/RUBIES-UDS848745/chain.npy,
RUBIES_UDS967770_m3_2c,experiments/two_component_test,RUBIES-UDS967770,Section 4.4,17,20890,20890,fit2c_RUBIES_UDS967770.py,,chains/experiments/two_component_test/RUBIES-UDS967770/chain.npy,
RUBIES_UDS970351_m3_2c,experiments/two_component_test,RUBIES-UDS970351,Section 4.4,17,28287,28287,fit2c_RUBIES_UDS970351.py,,chains/experiments/two_component_test/RUBIES-UDS970351/chain.npy,
SOK_1180_13329_m3_2c,experiments/two_component_test,Sok-1180_13329,Section 4.4,17,34791,34791,fit2c_SOK_1180_13329.py,,chains/experiments/two_component_test/Sok-1180_13329/chain.npy,
SOK_1181_53501_m3_2c,experiments/two_component_test,Sok-1181_53501,Section 4.4,17,39846,39846,fit2c_SOK_1181_53501.py,,chains/experiments/two_component_test/Sok-1181_53501/chain.npy,
SOK_1181_73488_m3_2c,experiments/two_component_test,Sok-1181_73488,Section 4.4,17,42557,42557,fit2c_SOK_1181_73488.py,,chains/experiments/two_component_test/Sok-1181_73488/chain.npy,
SOK_1286_159717_m3_2c,experiments/two_component_test,Sok-1286_159717,Section 4.4,17,38647,38647,fit2c_SOK_1286_159717.py,,chains/experiments/two_component_test/Sok-1286_159717/chain.npy,
SOK_1286_38562_m3_2c,experiments/two_component_test,Sok-1286_38562,Section 4.4,17,39051,39051,fit2c_SOK_1286_38562.py,,chains/experiments/two_component_test/Sok-1286_38562/chain.npy,
SOK_4106_83161_m3_2c,experiments/two_component_test,Sok-4106_83161,Section 4.4,17,21614,21614,fit2c_SOK_4106_83161.py,,chains/experiments/two_component_test/Sok-4106_83161/chain.npy,
SOK_4106_85168_m3_2c,experiments/two_component_test,Sok-4106_85168,Section 4.4,17,20799,20799,fit2c_SOK_4106_85168.py,,chains/experiments/two_component_test/Sok-4106_85168/chain.npy,
SOK_5224_920396_m3_2c,experiments/two_component_test,Sok-5224_920396,Section 4.4,17,34153,34153,fit2c_SOK_5224_920396.py,,chains/experiments/two_component_test/Sok-5224_920396/chain.npy,
UDS182791_m3_2c,experiments/two_component_test,UDS182791,Section 4.4,17,33744,33744,fit2c_UDS182791_m3.py,,chains/experiments/two_component_test/UDS182791/chain.npy,
UNCOVER45924_dja_m3_2c,experiments/two_component_test,UNCOVER45924,Section 4.4,17,38209,38209,fit2c_UNCOVER45924_dja.py,,chains/experiments/two_component_test/UNCOVER45924/chain.npy,
BMKP_CAPERS_2c_smc_ujy_photcal4,primary,CAPERS-UDS-23216,"Section 4.1, Table 1",17,43902,43902,bmkp_fit_capers_2c_smc_ujy_photcal4.py,spectrum.pdf,chains/primary/CAPERS-UDS-23216/chain.npy,
BMKP_RS_m3c_smc,primary,GN-28074,"Section 4.1, Table 1",17,50000,74182,bmkp_fit_rs_m3c_smc.py,spectrum.pdf,chains/primary/GN-28074/chain.npy,
BMKP_egg_duste_sfree_zfree_nmask,primary,J1025+1402,"Section 4.1, Table 1",18,50000,56347,fit_egg_bmkp_nmask.py,spectrum.pdf,chains/primary/J1025+1402/chain.npy,
BMKP_UNCOVER_2c_smc_r300_ujy_photcal,primary,UNCOVER-A2744-20698,"Section 4.1, Table 1",17,50000,53623,bmkp_fit_uncover_2c_smc_r300_ujy_photcal.py,spectrum.pdf,chains/primary/UNCOVER-A2744-20698/chain.npy,
BMKP_WIDE_2c_smc_ujy,primary,WIDE-EGS-2974,"Section 4.1, Table 1",17,46762,46762,bmkp_fit_wide_2c_smc_ujy.py,spectrum.pdf,chains/primary/WIDE-EGS-2974/chain.npy,
lrds2_J000927,supplementary/desi,J000927,"Sections 2.3 and 4.4, Figure 8",18,24497,24497,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J000927/chain.npy,
lrds2_J012930,supplementary/desi,J012930,"Sections 2.3 and 4.4, Figure 8",18,26262,26262,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J012930/chain.npy,
lrds2_J024337,supplementary/desi,J024337,"Sections 2.3 and 4.4, Figure 8",18,21004,21004,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J024337/chain.npy,
lrds2_J071635,supplementary/desi,J071635,"Sections 2.3 and 4.4, Figure 8",18,34423,34423,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J071635/chain.npy,
lrds2_J082606,supplementary/desi,J082606,"Sections 2.3 and 4.4, Figure 8",18,17322,17322,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J082606/chain.npy,
lrds2_J082921,supplementary/desi,J082921,"Sections 2.3 and 4.4, Figure 8",18,27686,27686,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J082921/chain.npy,
lrds2_J094411,supplementary/desi,J094411,"Sections 2.3 and 4.4, Figure 8",18,29357,29357,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J094411/chain.npy,
lrds2_J101742,supplementary/desi,J101742,"Sections 2.3 and 4.4, Figure 8",18,21055,21055,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J101742/chain.npy,
lrds2_J102553,supplementary/desi,J102553,"Sections 2.3 and 4.4, Figure 8",18,20596,20596,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J102553/chain.npy,
lrds2_J104242,supplementary/desi,J104242,"Sections 2.3 and 4.4, Figure 8",18,18114,18114,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J104242/chain.npy,
lrds2_J105620,supplementary/desi,J105620,"Sections 2.3 and 4.4, Figure 8",18,19612,19612,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J105620/chain.npy,
lrds2_J105900,supplementary/desi,J105900,"Sections 2.3 and 4.4, Figure 8",18,16534,16534,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J105900/chain.npy,
lrds2_J111943,supplementary/desi,J111943,"Sections 2.3 and 4.4, Figure 8",18,28038,28038,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J111943/chain.npy,
lrds2_J113734,supplementary/desi,J113734,"Sections 2.3 and 4.4, Figure 8",18,15020,15020,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J113734/chain.npy,
lrds2_J132137,supplementary/desi,J132137,"Sections 2.3 and 4.4, Figure 8",18,25500,25500,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J132137/chain.npy,
lrds2_J134317,supplementary/desi,J134317,"Sections 2.3 and 4.4, Figure 8",18,18999,18999,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J134317/chain.npy,
lrds2_J142337,supplementary/desi,J142337,"Sections 2.3 and 4.4, Figure 8",18,19187,19187,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J142337/chain.npy,
lrds2_J150252,supplementary/desi,J150252,"Sections 2.3 and 4.4, Figure 8",18,21237,21237,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J150252/chain.npy,
lrds2_J161102,supplementary/desi,J161102,"Sections 2.3 and 4.4, Figure 8",18,19526,19526,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J161102/chain.npy,
lrds2_J162032,supplementary/desi,J162032,"Sections 2.3 and 4.4, Figure 8",18,14801,14801,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J162032/chain.npy,
lrds2_J164102,supplementary/desi,J164102,"Sections 2.3 and 4.4, Figure 8",18,16871,16871,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J164102/chain.npy,
lrds2_J164226,supplementary/desi,J164226,"Sections 2.3 and 4.4, Figure 8",18,32274,32274,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J164226/chain.npy,
lrds2_J164637,supplementary/desi,J164637,"Sections 2.3 and 4.4, Figure 8",18,24074,24074,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J164637/chain.npy,
lrds2_J165450,supplementary/desi,J165450,"Sections 2.3 and 4.4, Figure 8",18,19994,19994,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J165450/chain.npy,
lrds2_J171741,supplementary/desi,J171741,"Sections 2.3 and 4.4, Figure 8",18,41174,41174,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J171741/chain.npy,
lrds2_J190954,supplementary/desi,J190954,"Sections 2.3 and 4.4, Figure 8",18,20504,20504,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J190954/chain.npy,
lrds2_J212725,supplementary/desi,J212725,"Sections 2.3 and 4.4, Figure 8",18,17347,17347,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J212725/chain.npy,
lrds2_J225535,supplementary/desi,J225535,"Sections 2.3 and 4.4, Figure 8",18,14006,14006,fit_desi_lrds2_roar.py,spectrum.png,chains/supplementary/desi/J225535/chain.npy,
glimpse17775_m3,supplementary/grating,GLIMPSE-17775,"Sections 2.3 and 4.4, Figure 8",18,41178,41178,fit_glimpse17775.py,spectrum.png,chains/supplementary/grating/GLIMPSE-17775/chain.npy,
A2744QSO1_m3,supplementary/prism,A2744QSO1,"Sections 2.3 and 4.4, Figure 8",14,35600,35600,fit_A2744QSO1.py,spectrum.png,chains/supplementary/prism/A2744QSO1/chain.npy,
CEERS6126_m3,supplementary/prism,CEERS6126,"Sections 2.3 and 4.4, Figure 8",14,22973,22973,fit_CEERS6126.py,,chains/supplementary/prism/CEERS6126/chain.npy,
CLIFF_m3_pilot,supplementary/prism,CLIFF_m3_pilot,"Sections 2.3 and 4.4, Figure 8",14,32843,32843,fit_cliff_m3.py,spectrum.png,chains/supplementary/prism/CLIFF_m3_pilot/chain.npy,
EGS42046_m3,supplementary/prism,EGS42046,"Sections 2.3 and 4.4, Figure 8",14,32651,32651,fit_EGS42046_m3.py,spectrum.png,chains/supplementary/prism/EGS42046/chain.npy,
EGS49140_m3,supplementary/prism,EGS49140,"Sections 2.3 and 4.4, Figure 8",14,31392,31392,fit_EGS49140_m3.py,spectrum.png,chains/supplementary/prism/EGS49140/chain.npy,
EGS55604_m3,supplementary/prism,EGS55604,"Sections 2.3 and 4.4, Figure 8",14,32339,32339,fit_EGS55604_m3.py,spectrum.png,chains/supplementary/prism/EGS55604/chain.npy,
GN15498_fr_m3,supplementary/prism,GN15498,"Sections 2.3 and 4.4, Figure 8",14,50000,50709,fit_GN15498_fr.py,spectrum.png,chains/supplementary/prism/GN15498/chain.npy,
GN38147_dja_m3,supplementary/prism,GN38147,"Sections 2.3 and 4.4, Figure 8",14,33712,33712,fit_GN38147_dja.py,spectrum.png,chains/supplementary/prism/GN38147/chain.npy,
GN68797_dja_m3,supplementary/prism,GN68797,"Sections 2.3 and 4.4, Figure 8",14,35057,35057,fit_GN68797_dja.py,spectrum.png,chains/supplementary/prism/GN68797/chain.npy,
GN9771_fr_m3,supplementary/prism,GN9771,"Sections 2.3 and 4.4, Figure 8",14,50000,68643,fit_GN9771_fr.py,spectrum.png,chains/supplementary/prism/GN9771/chain.npy,
GS13971_fr_m3,supplementary/prism,GS13971,"Sections 2.3 and 4.4, Figure 8",14,33613,33613,fit_GS13971_fr.py,spectrum.png,chains/supplementary/prism/GS13971/chain.npy,
MoMBH1_m3,supplementary/prism,MoMBH1,"Sections 2.3 and 4.4, Figure 8",14,29542,29542,fit_MoMBH1.py,,chains/supplementary/prism/MoMBH1/chain.npy,
RUBIES_EGS28812_m3,supplementary/prism,RUBIES-EGS28812,"Sections 2.3 and 4.4, Figure 8",14,30524,30524,fit_RUBIES_EGS28812.py,spectrum.png,chains/supplementary/prism/RUBIES-EGS28812/chain.npy,
RUBIES_EGS29489_m3,supplementary/prism,RUBIES-EGS29489,"Sections 2.3 and 4.4, Figure 8",14,35088,35088,fit_RUBIES_EGS29489.py,spectrum.png,chains/supplementary/prism/RUBIES-EGS29489/chain.npy,
RUBIES_EGS37124_m3,supplementary/prism,RUBIES-EGS37124,"Sections 2.3 and 4.4, Figure 8",14,21779,21779,fit_RUBIES_EGS37124.py,spectrum.png,chains/supplementary/prism/RUBIES-EGS37124/chain.npy,
RUBIES_EGS42232_m3,supplementary/prism,RUBIES-EGS42232,"Sections 2.3 and 4.4, Figure 8",14,31947,31947,fit_RUBIES_EGS42232.py,spectrum.png,chains/supplementary/prism/RUBIES-EGS42232/chain.npy,
RUBIES_EGS42803_m3,supplementary/prism,RUBIES-EGS42803,"Sections 2.3 and 4.4, Figure 8",14,27729,27729,fit_RUBIES_EGS42803.py,spectrum.png,chains/supplementary/prism/RUBIES-EGS42803/chain.npy,
RUBIES_EGS53254_m3,supplementary/prism,RUBIES-EGS53254,"Sections 2.3 and 4.4, Figure 8",14,18261,18261,fit_RUBIES_EGS53254.py,spectrum.png,chains/supplementary/prism/RUBIES-EGS53254/chain.npy,
RUBIES_EGS61496_m3,supplementary/prism,RUBIES-EGS61496,"Sections 2.3 and 4.4, Figure 8",14,28384,28384,fit_RUBIES_EGS61496.py,spectrum.png,chains/supplementary/prism/RUBIES-EGS61496/chain.npy,
RUBIES_EGS926125_m3,supplementary/prism,RUBIES-EGS926125,"Sections 2.3 and 4.4, Figure 8",14,29676,29676,fit_RUBIES_EGS926125.py,spectrum.png,chains/supplementary/prism/RUBIES-EGS926125/chain.npy,
RUBIES_EGS927271_m3,supplementary/prism,RUBIES-EGS927271,"Sections 2.3 and 4.4, Figure 8",14,25001,25001,fit_RUBIES_EGS927271.py,spectrum.png,chains/supplementary/prism/RUBIES-EGS927271/chain.npy,
RUBIES_EGS948917_m3,supplementary/prism,RUBIES-EGS948917,"Sections 2.3 and 4.4, Figure 8",14,34110,34110,fit_RUBIES_EGS948917.py,spectrum.png,chains/supplementary/prism/RUBIES-EGS948917/chain.npy,
RUBIES_EGS952625_m3,supplementary/prism,RUBIES-EGS952625,"Sections 2.3 and 4.4, Figure 8",14,18640,18640,fit_RUBIES_EGS952625.py,spectrum.png,chains/supplementary/prism/RUBIES-EGS952625/chain.npy,
RUBIES_EGS966323_m3,supplementary/prism,RUBIES-EGS966323,"Sections 2.3 and 4.4, Figure 8",14,25929,25929,fit_RUBIES_EGS966323.py,spectrum.png,chains/supplementary/prism/RUBIES-EGS966323/chain.npy,
RUBIES_UDS119957_m3,supplementary/prism,RUBIES-UDS119957,"Sections 2.3 and 4.4, Figure 8",14,28975,28975,fit_RUBIES_UDS119957.py,spectrum.png,chains/supplementary/prism/RUBIES-UDS119957/chain.npy,
RUBIES_UDS144195_m3,supplementary/prism,RUBIES-UDS144195,"Sections 2.3 and 4.4, Figure 8",14,32573,32573,fit_RUBIES_UDS144195.py,spectrum.png,chains/supplementary/prism/RUBIES-UDS144195/chain.npy,
RUBIES_UDS149298_m3,supplementary/prism,RUBIES-UDS149298,"Sections 2.3 and 4.4, Figure 8",14,30002,30002,fit_RUBIES_UDS149298.py,spectrum.png,chains/supplementary/prism/RUBIES-UDS149298/chain.npy,
RUBIES_UDS167741_m3,supplementary/prism,RUBIES-UDS167741,"Sections 2.3 and 4.4, Figure 8",14,28670,28670,fit_RUBIES_UDS167741.py,spectrum.png,chains/supplementary/prism/RUBIES-UDS167741/chain.npy,
RUBIES_UDS172350_m3,supplementary/prism,RUBIES-UDS172350,"Sections 2.3 and 4.4, Figure 8",14,25283,25283,fit_RUBIES_UDS172350.py,spectrum.png,chains/supplementary/prism/RUBIES-UDS172350/chain.npy,
